id,product_code,batch_number,manufacturing_date,expiry_date,manufacturer,dispute_status
a8246973-ef0f-4d63-931f-10bf3bb6077a,8904009648411,25015384,2025-10-26,2026-11-15,Kalash Biotech Ltd.,resolved_upheld
a5ae3d2b-a4f4-4e03-be73-11edf59d38e2,8904275270366,24096542,2025-11-14,2027-09-26,Alembic Pharmaceuticals Ltd.,none
1cbde692-3b6f-4486-9c6f-827e0ea8023e,8901636102071,BD1260,2024-12-20,2029-01-07,Mankind Pharma Ltd.,none
98e54982-6fe1-4d62-a3ff-b6e51d02bd1a,8903504169052,LOT26E291,2022-11-06,2025-12-01,Alembic Pharmaceuticals Ltd.,none
f133827a-c316-4229-a128-17a02a5cfb4f,8908773619281,25054978,2025-06-30,2030-04-18,Ajanta Pharma Ltd.,none
f8ef9a6b-d864-49b7-a133-c84349e70fc2,8900707956726,LOT24D233,2026-01-20,2029-11-05,Dr. Reddy's Laboratories Ltd.,none
ed9faeab-32d6-49f4-973f-9e4d05b942d8,8908428361777,LOT26B147,2025-11-15,2030-08-24,Alembic Pharmaceuticals Ltd.,none
dd3a7d49-d9cb-43c8-8b87-3cc0c62a13bc,8908794237475,SU9699,2024-10-26,2029-05-17,Wockhardt Ltd.,none
b1be75ac-9fa1-45df-aec1-5fc61ab9faa5,8905929968825,25056007,2025-02-02,2029-11-29,Glenmark Pharmaceuticals Ltd.,none
aa295b68-0aaa-465a-b490-c9e33da3b17c,8908424419897,24019419,2026-06-03,2031-03-29,Silverline Drugs Pvt. Ltd.,none
1e474a24-0ce6-4eb1-a67a-15481643bee3,8901179453447,LOT25F504,2025-11-08,2028-06-08,J.B. Chemicals & Pharmaceuticals Ltd.,none
9a7ef384-cfd7-4e51-b58b-9e51112a3147,8907877908912,26016470,2025-11-20,2030-07-13,Intas Pharmaceuticals Ltd.,none
376c69f1-51d3-47fb-a0d4-2cf5ce8a0823,8903972376374,LOT25G230,2025-07-09,2029-08-24,Wockhardt Ltd.,none
2d377ab7-e453-4e23-ab92-29b47b03699a,8900707956726,RY3806,2025-08-14,2028-08-29,Dr. Reddy's Laboratories Ltd.,none
f3e456e9-f7c3-4b85-9d9f-3743322be3e0,8908673062232,LOT26H973,2025-12-11,2027-06-03,Piramal Pharma Ltd.,none
d2d66ebf-8545-4186-bda4-953e937f782c,8905936743689,WR6575,2024-11-10,2026-10-15,Zydus Lifesciences Ltd.,none
e6aaef8f-2440-4105-b474-3f0315e3ae8e,8909640162122,24122134,2025-07-18,2030-02-22,Indoco Remedies Ltd.,none
9610068d-3e6e-4371-8f13-ac6c479735d9,8908884408084,LOT24A280,2025-10-29,2030-07-15,Marksans Pharma Ltd.,none
abc459b6-9d9c-4d1e-9722-b2617ee01b36,8907573869302,25126043,2025-11-27,2030-11-17,Cipla Ltd.,none
219850f8-409d-449f-a7ec-2182ef0024b5,8909808947427,24122974,2025-05-19,2029-01-27,Micro Labs Ltd.,none
21db2e70-e789-4cd7-aec0-6b8d7e3b06d4,8907651954380,YQ5021,2026-03-11,2029-11-07,Bhoomi Remedies Pvt. Ltd.,none
e5adbbe6-e536-4e01-89c0-e4dd07e5958b,8905797726421,FS1967,2026-05-03,2028-02-29,Punarnava Life Sciences Ltd.,none
97ab2a94-a800-4f89-9511-c2691d5731fd,8906712472899,NB7180,2026-07-19,2029-01-15,Mankind Pharma Ltd.,none
7c29a186-e9d0-4d3b-b135-e8ec390476aa,8909808947427,LOT24G950,2026-06-22,2028-07-22,Micro Labs Ltd.,none
ae88cb4c-9339-49d9-9745-9bf1ab299461,8908673062232,24114283,2025-08-02,2029-11-17,Piramal Pharma Ltd.,none
08b8bc5a-1923-4f6d-9b65-1f136b50542f,8905074921237,24037665,2026-03-27,2029-04-12,Cipla Ltd.,none
08954540-86f4-42d0-a15e-ee830bbfc71e,8901257474364,GU5785,2024-10-14,2029-01-25,Abbott India Ltd.,none
a3924310-33f4-49c8-91ea-05204286575c,8901228543833,26118616,2024-12-25,2026-11-17,Lupin Ltd.,none
8bfc01b8-2bf3-4992-b772-752c16a8e16d,8900707956726,LOT24E684,2025-09-01,2029-02-22,Dr. Reddy's Laboratories Ltd.,none
70ed649b-94fb-43a0-a950-4cda8b9dd777,8906113462677,26064336,2025-09-21,2027-08-24,GlaxoSmithKline Pharmaceuticals Ltd.,none
7ffc5ead-93b0-4dd3-bb5a-804c9e2b6ff0,8901247814274,QH3076,2026-09-05,2031-05-26,Dr. Reddy's Laboratories Ltd.,none
b2621c5e-9bcf-4157-ac43-ca0e51f8c49e,8904275270366,LN9051,2026-04-12,2030-02-13,Alembic Pharmaceuticals Ltd.,none
63701a2a-4d14-4ed0-9f94-9ee8e7eddf49,8903972376374,24079386,2025-02-14,2026-12-18,Wockhardt Ltd.,none
f83b263b-8ea6-4b3e-b7b4-23fe19926d33,8909077773430,LOT26H957,2025-07-10,2027-09-28,Suraksha Pharmaceuticals Ltd.,none
90f0e570-55fc-44e2-beb0-d2011d55e3d3,8908884408084,EM5365,2026-05-19,2030-03-26,Marksans Pharma Ltd.,none
a693a6aa-2d65-40f4-8d05-baf5d3fc03dc,8909808947427,LOT26B929,2025-11-10,2030-02-27,Micro Labs Ltd.,none
b0cb50fa-df4e-4b4a-a822-d66196e14889,8908336324249,TZ7623,2024-02-23,2025-06-03,GlaxoSmithKline Pharmaceuticals Ltd.,none
3b946b56-1250-421d-9a4f-844cf602c37d,8908234464910,26081022,2022-04-05,2026-01-08,Ipca Laboratories Ltd.,none
508168e7-7709-46fd-9728-44b97e0cd19d,8905027043841,LOT26A712,2021-01-15,2025-11-23,Natco Pharma Ltd.,none
70c19bba-26a9-45a8-b219-684fe5d158b4,8902822344786,26058910,2026-04-04,2029-11-07,Abbott India Ltd.,none
2cef4873-ab79-4bcc-b780-b0d0317a69e2,8905074921237,25102559,2026-04-17,2030-02-02,Cipla Ltd.,none
93c71cf9-8140-4d48-8886-4dcfbbee1ba0,8907877908912,DY9752,2025-10-03,2029-09-13,Intas Pharmaceuticals Ltd.,none
1c079c64-ea67-4d54-ae51-bf8822f1d8d4,8902334315255,BB1098,2025-05-31,2028-01-18,GlaxoSmithKline Pharmaceuticals Ltd.,none
808cf945-4e25-4bc9-9240-e39592f2bdf7,8905936743689,LOT24H181,2025-01-15,2028-03-19,Zydus Lifesciences Ltd.,none
e9bfaabe-6cf2-442f-997a-f768dee71180,8905074921237,PX3301,2026-08-06,2028-07-25,Cipla Ltd.,none
f9c55e94-cb89-4a87-a614-dd33f282da37,8909808947427,WT7081,2025-08-05,2030-06-01,Micro Labs Ltd.,none
a7525794-c81b-402d-bade-d6112bdc8772,8900151108194,EJ6655,2026-05-23,2030-07-13,USV Pvt. Ltd.,none
56f206f7-e82e-4500-9840-b2deae51981d,8901475352413,VC9564,2025-01-08,2028-11-10,Eris Lifesciences Ltd.,none
2a66aabd-f53d-46a8-8d6c-26fccfadf587,8902941165461,LOT24D559,2026-07-31,2030-04-05,Sun Pharmaceutical Industries Ltd.,none
bf6f19c4-39ce-4bb2-9dab-6532c5242566,8902822344786,24061560,2025-01-28,2029-09-21,Abbott India Ltd.,none
e96ccc84-f8c1-4a91-b827-158be2b92e85,8904196790188,LOT26B101,2025-05-10,2027-03-02,Sun Pharmaceutical Industries Ltd.,none
64fdb468-2839-4edb-b4e5-00c047c049d1,8902623846571,LOT26G355,2025-01-03,2027-02-12,Zydus Lifesciences Ltd.,none
bcfad45e-c160-4b65-b6ed-b5c88cd1a856,8909808947427,LOT26C194,2024-10-17,2028-07-29,Micro Labs Ltd.,none
94242d58-158b-48e9-b0af-2150163fa7b6,8901795675954,CR3885,2025-11-27,2030-10-20,Aurobindo Pharma Ltd.,none
733c7128-fe1a-4a56-b675-1acc43c4b004,8900523898688,24041775,2026-03-11,2030-06-14,Suraksha Pharmaceuticals Ltd.,none
1d23a3fb-9e6b-4443-a8c7-8c875d767a94,8901506705318,LOT26E145,2026-05-26,2030-09-01,Natco Pharma Ltd.,none
311b0c5d-6d3b-49c6-af3a-8eb961836b92,8908428361777,26024029,2024-09-21,2029-04-18,Alembic Pharmaceuticals Ltd.,none
3ba956d6-37c9-4538-bc7d-31b4ad9dcaec,8904942727187,LOT24H927,2026-01-19,2028-06-25,Biocon Ltd.,none
c836c571-1f07-4efe-b54d-d2f43fb980b5,8900627956866,24035158,2026-08-27,2030-07-11,Biocon Ltd.,none
b02f4d49-eb64-473d-b2b2-488619034901,8903280387266,GS7579,2025-08-18,2029-10-27,Dr. Reddy's Laboratories Ltd.,none
33ff7fc2-ad72-4437-94e9-88a6d6b8d189,8902374543839,LOT24C346,2026-04-30,2029-02-09,Piramal Pharma Ltd.,none
bda2329e-b506-43d9-976b-97676d446f88,8908773619281,26033022,2025-12-22,2027-02-19,Ajanta Pharma Ltd.,none
b5c87929-a654-46b4-804b-c85c6191a402,8900627956866,SB4724,2025-11-01,2030-06-11,Biocon Ltd.,none
17fa31fa-085e-4161-a6f3-3f71d49f1fb4,8909077773430,25018104,2025-02-06,2028-03-07,Suraksha Pharmaceuticals Ltd.,none
a98bbe74-812e-42b3-b838-c96cc42394e2,8900001499706,LOT24C164,2024-11-11,2027-05-14,Micro Labs Ltd.,none
2cfd106b-6e2f-4e04-9524-cad0681ee48c,8901179453447,25064826,2026-05-19,2027-12-23,J.B. Chemicals & Pharmaceuticals Ltd.,none
8b5aab8f-2294-4f1d-80b3-c7b975b615aa,8901636102071,25049940,2024-08-22,2025-09-16,Mankind Pharma Ltd.,none
2b3c2cad-d986-4d93-a33a-1a15201a8fa6,8907573869302,LOT25G919,2024-09-27,2029-05-21,Cipla Ltd.,none
9f30ebaf-8fe2-45a0-929f-1bd4f57205fa,8905067392604,LOT25G409,2026-06-03,2030-03-10,Intas Pharmaceuticals Ltd.,none
0ec4e1c3-7875-4eb0-a5c7-3bcc8eef162c,8908660480376,LS7884,2025-04-05,2027-04-08,Ipca Laboratories Ltd.,none
d02a7059-ae82-4975-821d-0124c05db2f3,8906816703415,PY9868,2026-04-07,2029-03-09,Northstar Remedies Ltd.,none
25036e6f-4dc7-4c64-b48a-15fa34c65552,8907345735765,LOT24B172,2026-06-07,2027-12-11,Wockhardt Ltd.,none
caaf5651-575d-4334-8a71-c0ce10afc43e,8908884408084,24128403,2026-07-28,2029-05-07,Marksans Pharma Ltd.,none
49366081-16ec-4f06-8886-b0985ba589b0,8901179453447,LOT24F967,2026-06-08,2029-06-09,J.B. Chemicals & Pharmaceuticals Ltd.,none
b1b62ab0-ce10-4f63-ad49-0274d7170522,8903330584397,25114425,2026-03-16,2030-06-16,Wockhardt Ltd.,none
16c38325-2f7f-4295-9323-e7eb255485c2,8907281013737,FX9558,2024-12-02,2028-08-30,Micro Labs Ltd.,none
d407c1c9-ce21-479e-8f6c-0f5085d34ab5,8906418238378,26051415,2025-01-24,2027-12-04,Sun Pharmaceutical Industries Ltd.,none
bddfafd0-0f3f-4e92-9d35-3c585446eba8,8907684236474,CX4291,2026-05-11,2028-03-19,Dr. Reddy's Laboratories Ltd.,none
e318e763-f42c-43df-ae58-a3bf8dda2ac9,8908794237475,LOT26F997,2024-11-11,2027-07-08,Wockhardt Ltd.,none
ec65fdec-aab7-4a3e-a95c-e45651bb12bd,8906047361152,RX4070,2022-06-18,2025-01-22,Piramal Pharma Ltd.,none
6feff639-6831-4d71-9b1f-3980bf02f4d0,8907005083373,26075126,2025-02-12,2029-07-06,Ipca Laboratories Ltd.,none
1b0d132e-bb2f-4c2c-95b3-1787dd2ba93e,8901228543833,26122404,2025-05-09,2026-11-18,Lupin Ltd.,none
48f80a58-5691-4de1-9395-df663479edc4,8904942727187,MQ8570,2025-01-26,2027-05-17,Biocon Ltd.,none
2d3c4a31-0a44-4272-ba93-32636b59492f,8905929968825,26013804,2025-01-14,2027-01-29,Glenmark Pharmaceuticals Ltd.,none
a57481a0-9cf8-4221-9e1c-909d34e4a1cc,8901475352413,LOT25C276,2023-12-31,2025-01-10,Eris Lifesciences Ltd.,none
4dce0808-fad8-4f0e-b49f-e4f1511f178b,8908773619281,24097707,2025-01-15,2028-06-04,Ajanta Pharma Ltd.,none
71e365ea-916c-4483-a678-357e2582442a,8901092721721,26055247,2026-01-24,2030-09-16,Biocon Ltd.,none
36546bf6-0845-4388-8896-da2448bba8b9,8904772360610,LA1910,2024-11-25,2026-02-03,Glenmark Pharmaceuticals Ltd.,none
c05bdda9-08f7-44c3-83f7-ef0f549b8f31,8901636102071,AD5981,2025-06-30,2028-04-05,Mankind Pharma Ltd.,none
8da87416-7b05-4554-9882-a90601596fcd,8903504169052,26065774,2025-10-08,2028-08-20,Alembic Pharmaceuticals Ltd.,none
6b18bc2f-49da-43f2-99cd-833fbed263dd,8904520635707,DB6342,2026-07-30,2029-06-09,Alkem Laboratories Ltd.,none
b9d7f04a-8d13-4d92-b367-41838d3e2890,8908996591367,XU9853,2026-01-28,2029-12-25,Ajanta Pharma Ltd.,none
d0094e2b-70e9-4ef6-a4f3-60c0aa4eaff0,8906712472899,24123817,2026-06-06,2028-05-21,Mankind Pharma Ltd.,none
0fadc6a5-6bc0-469e-a3b3-bf08f849186e,8908884408084,LOT24G125,2025-10-06,2028-05-15,Marksans Pharma Ltd.,none
f28e0737-4f0a-4b08-8800-77f345c94f29,8908428361777,26099135,2024-12-07,2026-10-29,Alembic Pharmaceuticals Ltd.,none
0a470d7f-4dfd-4d94-aa90-7890f29f67e7,8903453348821,LOT25B219,2025-12-11,2027-06-30,Wockhardt Ltd.,none
2d168ebc-d719-4655-a518-ea306b2967e7,8906113462677,25111736,2026-04-08,2028-06-06,GlaxoSmithKline Pharmaceuticals Ltd.,none
36c6cdcd-2f0a-464e-9124-4da320157909,8909776485357,EC5681,2025-03-03,2027-03-31,Zydus Lifesciences Ltd.,none
d9cdb36b-e263-46cf-8d7b-f0725dda54b5,8901522284492,YP7001,2024-10-01,2028-03-09,Cipla Ltd.,none
1698669e-830b-4377-8c99-094623bcf31f,8909776485357,26109653,2025-09-18,2027-06-15,Zydus Lifesciences Ltd.,none
08c104ab-31ec-4154-975b-be76f8b7c6c3,8907130711211,LOT25A898,2024-11-02,2028-04-15,J.B. Chemicals & Pharmaceuticals Ltd.,none
0a1f6765-4f6c-46d7-b661-c354a61765da,8908424419897,BP3439,2024-10-06,2029-04-13,Silverline Drugs Pvt. Ltd.,none
9cf58b76-f013-4d41-b567-df893d96d772,8901264866977,LOT25B137,2026-08-31,2030-01-04,Emcure Pharmaceuticals Ltd.,none
d222dd10-b766-48e0-ae53-6b455d85e9a1,8902374543839,GK0733,2023-05-27,2025-03-14,Piramal Pharma Ltd.,none
8a1fb3a2-b6ea-433f-821c-cb8a03657c1f,8902941165461,PZ2627,2026-05-30,2028-10-22,Sun Pharmaceutical Industries Ltd.,none
f3c2a362-e7fe-4f35-bd3e-02e574520bff,8902457859302,LOT24F231,2025-01-30,2028-07-11,Dr. Reddy's Laboratories Ltd.,none
d3598224-03fc-4365-b962-b0abfd18fbe5,8901257474364,26086336,2026-03-13,2028-05-26,Abbott India Ltd.,none
9aeb4fca-4953-441f-b790-f80091ea5182,8908996591367,26078126,2025-11-12,2030-03-24,Ajanta Pharma Ltd.,none
6739aa7e-b08a-4220-a13f-cd3a48e1fd82,8901442334331,PJ2724,2026-06-12,2030-12-13,Alembic Pharmaceuticals Ltd.,none
52216b8a-114f-4c3e-b14f-44abb08732d2,8907005083373,ZS0634,2023-06-11,2025-02-17,Ipca Laboratories Ltd.,none
865a6a05-e758-4345-8508-2433c61796e6,8901522284492,LOT26C629,2026-03-14,2030-03-24,Cipla Ltd.,none
5231aeaf-0a87-4b6d-983a-fe489b322f51,8901228543833,GJ3577,2025-07-06,2028-05-30,Lupin Ltd.,none
0acfbd84-06e9-4b76-83f2-b4d2e4c407b4,8903635461183,LOT25H722,2025-10-22,2027-01-29,Sun Pharmaceutical Industries Ltd.,none
7dd92fe4-cb52-448b-adc8-240470464f0e,8901264866977,25029403,2026-01-22,2027-12-20,Emcure Pharmaceuticals Ltd.,none
ff3253fe-f533-473d-86cb-b018561db414,8904942727187,NE8602,2024-11-08,2026-12-12,Biocon Ltd.,none
d42347a9-16db-4071-866f-a46a5282202a,8900138357454,DM3869,2024-11-16,2026-10-01,Micro Labs Ltd.,none
