id,user_identifier_hash,consent_type,granted_at,channel
4d8b9857-39d4-4b62-975b-88739bee234a,7be177c7f14383bcc64310c783a565b6,data_processing,2026-04-29T06:14:44,whatsapp
e005ddb1-cc71-4b07-86c5-7cf48a24f741,9d92b6e71673d419ca86cc624449e177,data_processing,2026-09-14T11:18:10,web
90fb900b-8dfb-4811-8e6d-965dd4e5ed1f,b25bc15a6c7c98cab0c6568c000f442e,data_processing,2026-07-13T14:51:36,whatsapp
fbaad9be-9e00-4a50-8f9e-581de1e28f74,8d5bc199a5774b551fd41372e0fcc2cb,data_processing,2026-05-10T09:35:39,whatsapp
94cc0001-65f8-48b2-9e0f-25e8ec15b168,3f726feaf28121b946d934d93075b438,data_processing,2026-07-23T14:13:09,whatsapp
9f34d271-f52f-4f63-a0b0-26f58e63b9b6,cd4cd59ee276853699cf7f4033f2c9ba,data_processing,2026-07-13T16:56:52,whatsapp
90d6a294-d68e-4077-b3fd-a6120f3d6594,994b5c9c77d2be8f708b1c9327201e08,data_processing,2026-06-02T16:03:01,whatsapp
b3572aca-f546-4497-9238-f937c1a985fd,9f0833fcdb4bb3485edb5bc9f979dc24,data_processing,2026-08-26T17:59:07,whatsapp
63d320f0-9030-4464-8093-cac737183a75,e9f42cbd5603c1cf32851de8ed933c1b,data_processing,2026-05-16T06:42:05,web
72e39854-6bbf-4a40-842c-bb12ba0784fd,778e2915d953586b1acf4253ddd3d6cc,data_processing,2026-04-01T10:10:40,whatsapp
78f22b88-12f7-4bb0-b4a2-243d3f0e6b61,2ef802b344a188db2bead104d932ccd7,data_processing,2026-03-26T19:53:27,whatsapp
8a13ae60-8185-4447-8efc-f83a2c11681e,55688f50226b7ff6aee84cf3f177ef7f,data_processing,2026-06-24T07:35:01,whatsapp
b8101368-4df2-4070-81d3-02a67e13ca15,47a1c3306c7527a342c68f8cb66d4c79,data_processing,2026-04-15T20:01:34,whatsapp
d2765828-4fac-4a30-9f31-a1fb20811120,dac3256e4e49528cd03a8a435d41bb6e,data_processing,2026-05-21T13:20:29,web
c627d94d-21ce-41bc-8733-cb4a67cb62a3,a7bb890791954c77c225bf9edd0a8399,data_processing,2026-07-01T19:30:53,whatsapp
b69aa7f6-82f8-45bb-9ff1-ded052df5eb9,266388443cc8b759dc55f93749730ad8,data_processing,2026-07-13T21:14:36,whatsapp
e7c92720-aa7a-406c-a68d-f45a4c0233a9,865cb0666985d03fd1283f7bf05dce81,data_processing,2026-04-02T16:56:10,web
567aa85c-61b2-4cb8-b0ce-91a3b1bb84da,a54175666837a1dde81125731f3b520f,data_processing,2026-05-19T08:28:02,whatsapp
38737528-9cd1-4dda-8eb4-558d0ccd6b8d,c967f0c2837341ef94c1af6326acee0a,data_processing,2026-04-24T17:06:48,web
76476e77-8a8a-4f6c-8b94-907463facd3a,7a5e0e694cddd4023bf1ab25d27ded4a,data_processing,2026-05-17T11:37:56,whatsapp
e6737375-ce96-465d-94d1-be0b419291d2,168c9ac459ef6c80d1de614e22d3e2eb,data_processing,2026-03-25T13:56:42,web
15dbf2a7-a02a-4228-9c0d-d1a07cbb2e43,5e8843a3d04f03165982291809677ef7,data_processing,2026-05-11T17:55:52,whatsapp
5c3c059b-6536-47c0-a6de-fd0e6a0d11ed,ade01710d7f36769a342e80aca8854de,data_processing,2026-05-16T16:49:16,web
9404a348-07d8-444d-8e45-3393081cd372,84054fbe069eb5b0d3921e8636cbe548,data_processing,2026-07-08T07:13:43,whatsapp
8aed8d3d-f9a7-4305-961f-25cfdf35e7a6,f91beda265794c607ec61d7530f36420,data_processing,2026-03-23T19:12:05,whatsapp
b6177d91-6a3c-4be3-baa6-2d0f07c004e3,4ba74b0469e9fd6d6c44128876c79840,data_processing,2026-04-19T18:15:47,web
c7f1d5f8-9b1d-4b23-aefb-6559cc97efb6,8c7328a03f521d61a6eb61fd5cb38a58,data_processing,2026-04-07T11:19:36,whatsapp
d7e5bc94-3c7d-4de4-bed2-eaf92d672130,fb1d93c92e67fa969b746e7baa571967,data_processing,2026-05-06T18:07:19,whatsapp
48833eb3-7ece-40b4-a29c-9c0ac1e5c3b7,d1e9590951e1f43b9c94a3594364f27c,data_processing,2026-07-22T16:42:14,web
c4282f43-73be-41c5-ac84-a101ea9a7694,0e6bbcb72fce1cd19eb77ec584f4fd51,data_processing,2026-04-19T21:41:53,web
895fa0af-0f9f-4ae0-89f7-621fc7f51c55,fc45604a0585520e075aceee90a401dc,data_processing,2026-03-24T15:29:03,whatsapp
52d4c8c2-4bed-4a94-a4e2-36356a1076fe,8eb0bf671694cc22caa17386d722bdd2,data_processing,2026-06-14T15:37:28,web
34bf1f0e-e802-4e00-959b-c31e1acd4ef8,d1b11a3316ddc77836f63137b73dcadd,data_processing,2026-04-29T21:40:38,whatsapp
66ef5ff2-6a36-4906-a774-83527032b0c5,d30354ec7592a162af2098c8e13985dc,data_processing,2026-06-24T06:32:36,whatsapp
1135ed17-6732-4fc6-9752-9793e802661e,edc16b876ec76bdbcfbb74742f50ead3,data_processing,2026-06-01T13:46:22,web
edef0a70-b4a0-4934-9609-91b51d0cc00e,c92431789c113c891209c91bc8e9e75f,data_processing,2026-07-28T16:47:48,web
c21c569f-45a5-4442-a423-b13aef8e43ed,52d3f1215ec9e96b3cdabf5e687e934f,data_processing,2026-05-31T11:50:02,web
cacbea0b-70ce-4a67-b167-fd3f9801de1b,40163edc55fcba8e5022814448c52fcb,data_processing,2026-07-21T12:56:37,web
2010a0c5-1128-4b8c-81c8-942d6a467263,ab74c40204abe3153d715f41d7d6961f,data_processing,2026-06-22T08:06:39,whatsapp
03b062c8-7374-4fde-9f7c-b4c73fe42e95,0e83ae19c61dc1f179401e4ded9ef66d,data_processing,2026-06-10T22:56:09,whatsapp
f52cdd8c-9752-4678-b9d1-2a64faeb98fb,f9ae79f0c39822299b86a9325a490808,data_processing,2026-08-18T13:07:21,whatsapp
4ef43cc8-ce4b-46da-bc90-7a894229f160,44b117cc8974f650c63a35e55ae1ee5f,data_processing,2026-04-03T18:21:24,web
c22d0785-0c02-43a8-965b-078704d3035e,ad5bf10f23d2fdaa01fdd527b6d1fd92,data_processing,2026-05-14T14:27:55,web
9acd801b-114b-4170-9c1c-185db3194de4,aa4f8706809187004abae432e9bac77b,data_processing,2026-06-03T00:33:30,whatsapp
220f0ac5-53fd-4e79-a2bd-6be3b92176a9,c8ff3af18ab8dfa6676260e7225e1c4c,data_processing,2026-03-31T18:48:54,whatsapp
67030366-10fc-4071-a736-9661eb1e69ab,c8c158a43edf3026ab56b2e61e28ee6d,data_processing,2026-03-24T15:13:15,web
1a7d0564-535d-4009-920d-b751b3644159,e5797877f07b7633c85cdb649dc648b6,data_processing,2026-04-26T17:42:41,web
a68592b3-ef4a-40e2-8820-c15cf68e3428,06c750f6fbe6f64ffa71bb5c35e2567c,data_processing,2026-04-09T23:42:10,web
c258ed1e-5622-4341-9a75-23bab592028f,462af632c41b576abcb1b654ef130050,data_processing,2026-06-14T07:40:02,whatsapp
0bb9467c-b145-4804-ab8d-0db04d59f5ab,b7985f04049c7438c1f1e6b6965d49ff,data_processing,2026-04-24T09:21:38,whatsapp
21eb9a3c-02a6-4c05-9011-adcf866edb72,79319c435eb408cb33a00d2b69ccb31d,data_processing,2026-09-09T11:44:11,whatsapp
82c6ac28-99b0-40b3-9463-f14658d7f84a,73910a9509bb46644c98d3e15f26de61,data_processing,2026-05-08T14:39:44,whatsapp
c0b3abea-df40-4539-904d-6102bbed704b,866cfaa15716eb37ef9d1f1fbe8b3c2a,data_processing,2026-05-12T14:16:40,whatsapp
d74f0511-9804-4807-b05a-daffddee29d1,5716cb68426f5792399024c2dcbac8d1,data_processing,2026-04-25T09:50:23,web
6f4eb3f4-89d2-45d1-9632-e019d01b43c2,0f88e1a51a916dcfedf16a19bcc7c287,data_processing,2026-03-31T02:07:31,web
b7738d7c-6d54-41bc-8e47-49a153f20126,6c8d9aa79ce471ad250cf473d1010bfd,data_processing,2026-05-08T12:34:18,whatsapp
fc10a399-757e-4d33-ac6e-520fad46afbf,00f88a2e33d9d1d2a0514a575b435c93,data_processing,2026-05-29T17:04:47,web
ca7c8f38-2e44-4c05-8ebe-7d0d59832e7f,372b203851b0c6f6a3fac06cf000cb75,data_processing,2026-04-17T09:52:01,web
adeb6ea6-1735-44ed-8eff-a39eff8d86c9,197f4e819ff21c67b0f668f563155e35,data_processing,2026-04-14T08:39:46,web
31463c2a-6b03-4750-9747-5ea0bdb4f98e,d70328feb17558d4111ab709406055df,data_processing,2026-04-17T17:55:50,web
db201537-f1d8-4352-8d7b-1966aef9f242,4e2fc2fb5416a89f88832f36ceb53133,data_processing,2026-07-04T15:48:51,whatsapp
de1ef769-074a-474c-a2f6-29ce53df49c7,91bed231aca23cfa6996e879399ce822,data_processing,2026-05-17T13:45:16,web
2554f8a5-c5e1-4769-b6f0-0fd21e68cec6,3a059781c6fc8554662a177e39d38db6,data_processing,2026-05-27T15:48:48,web
5b9060f3-a506-4001-aee3-4c4618c967d8,87abffbb2bd8bc7cc4cc3d49e9fe54e1,data_processing,2026-04-11T08:05:11,whatsapp
88b5ddce-d995-4ca9-93eb-7761050eb3a7,2fd4aef7b4da0f64f9539d34b48aa0b9,data_processing,2026-04-20T14:17:40,web
4eabecb3-523c-4f40-b891-f74b686ada9c,73a4d0cb0e8d8d733230c7ee4b0868c4,data_processing,2026-09-16T01:47:27,whatsapp
e057e4bd-bd5d-4f81-865b-5406e1826248,ff5c6cc3be0f964a46848683a494abe4,data_processing,2026-05-19T13:25:24,whatsapp
00eb6e36-7259-4ac9-99e1-678084ad0fdb,8f89d58b2b1193cadba1d41a3c559219,data_processing,2026-07-10T16:43:32,web
3f731349-3862-4414-ae92-ec0261e7e297,3983310549db4834f1c6bb41c9dd8887,data_processing,2026-06-21T08:30:22,web
b9edfd35-f32f-4668-a5dc-c734085806bd,daee65dab893a2b31eff2f219395679f,data_processing,2026-09-15T16:41:40,web
7861108c-771f-4ea9-956f-8dbea6fc366b,d89cc99ccbcc114d84fdd4d32201566e,data_processing,2026-09-05T22:55:35,whatsapp
fe95dc53-856b-46e4-9c6a-21a371760903,5c72178a93f946de4bbdcd7cac8e1def,data_processing,2026-05-25T11:48:35,web
7830d1f5-cc97-4c23-b8c7-00ab061bccf3,22e1f4fb57e81e9f08a2b666fc3dfa5c,data_processing,2026-04-30T15:35:44,web
a64e472d-fb3c-4820-91c4-454ad278948c,4d5fa983b5fa93ffce2e4080722a409e,data_processing,2026-04-16T10:44:44,whatsapp
b805b73a-3e18-4409-83e2-a64e15a9cb1b,efa09b54ec6c4d6b0c3468fb7d0d6b4b,data_processing,2026-08-20T17:47:55,whatsapp
89dea84d-5d64-4136-a201-a636a004cca2,f39faaa05844e2574039ca598a091fef,data_processing,2026-05-08T17:25:17,whatsapp
0a9a4885-5917-433e-acf2-0b0a4184f3a4,b9eb7e145fbf3b5c8eb302e263521e63,data_processing,2026-08-03T12:33:03,whatsapp
b3ff90e1-4ae1-42fd-85f3-7aa1e63b7588,23fbef1f8c1a25f9c1590478509db936,data_processing,2026-07-17T15:12:41,whatsapp
c6a83473-eb9c-4f06-8e47-6ed8e2226a11,f4f119e29aefa0325070a9b24f7cf4ae,data_processing,2026-09-07T08:45:28,whatsapp
4f37fcf7-e39c-4250-804e-a2707ec40feb,bff254d6abf59f72963985620ad54439,data_processing,2026-05-25T00:59:52,whatsapp
606e7f0d-3a6f-4689-ac1e-d905a14d7bff,d8253ee471bacc5b8fac49d02887b45f,data_processing,2026-08-13T17:08:56,whatsapp
90b5412a-5377-48a5-b798-6ac09bbef8fa,00a9d6663a0ecf519d450cb1babf975f,data_processing,2026-08-11T17:14:21,whatsapp
1e9c8f74-73e9-4db0-a2af-b9c1bb785a12,00808d643fc56eb64f2f249eef1336da,data_processing,2026-08-29T09:37:52,web
3b3657cf-6822-4c01-bf6b-184c64127ae5,7f377b901b96f2c01b18343147ced051,data_processing,2026-09-09T15:41:55,whatsapp
af89c1dd-c511-4add-8cd8-447cb3eca361,8b5dca080c60b89f3f46e09ddc80684f,data_processing,2026-07-07T13:25:28,whatsapp
e58cb812-546d-4663-b994-f246934ac77a,f4b11ea18b958569af3cc15f7e0ef6ba,data_processing,2026-06-28T17:39:45,web
89b2c8dc-3856-4e5a-af88-6b53c979a9ad,7820c9081020cac5ac9d41c5167a336b,data_processing,2026-06-03T13:37:31,web
768b064f-45e7-4117-b509-1980ab3637ed,467e2c88f9812065afea66a4c67a81d8,data_processing,2026-07-09T15:29:51,whatsapp
288b6bef-d38a-4836-a952-6e872a9c42b8,1f5290f0796d5c1317c880f3d03ace85,data_processing,2026-06-24T20:35:40,whatsapp
39cd8a3c-c08b-414d-b861-ac388ea6d957,699230bbcad89c457c34e5ef9bc1f2b1,data_processing,2026-06-05T12:55:54,web
86169c0e-08e0-4779-9770-6a06b5d98952,711cb2f8f6d555ff6ae7fbd446721aa1,data_processing,2026-05-29T09:48:07,whatsapp
3ae36847-335d-4215-ac7a-22e9d58be6c3,7996f2c76e8ec87786d8f83d5ba74371,data_processing,2026-07-30T17:49:12,web
122fe1bd-d946-40f2-88fe-74549bcf3b71,b6323c0ca754322ab70d0544de4ce1b6,data_processing,2026-06-03T12:10:30,web
13271fb0-dd46-40a0-8c21-ef91e98b8196,f0e5f6c0df0b07a3e0fa14f9375e235f,data_processing,2026-06-13T10:38:18,whatsapp
a24c4e83-8dd3-42d8-b061-45ca7d3fccf8,1fab369b7942bde7cd6954b901d8299b,data_processing,2026-09-06T18:32:24,whatsapp
cd13e5c5-c19d-479f-8a1f-173c8a33302d,2aeda81096b7d386a789dbf5e199dd97,data_processing,2026-06-10T06:03:51,whatsapp
172e9ba6-c3d3-4ac0-b94f-ed1824760b61,0886f9bbb83dea787da0bde61f3f2d17,data_processing,2026-08-31T09:48:20,web
85cd5db1-37fd-44c5-90fe-258edefda21f,b1b5b92c42a397b7179fc72f163a2c38,data_processing,2026-04-07T15:15:56,web
e9c23699-48c1-4cf1-a51c-54b541ef58e4,660b2c52c17041eac49958bc40c4d3ff,data_processing,2026-04-24T11:52:18,whatsapp
f3ec15e5-c095-4e92-8095-b6ee5d15d6c8,abeaf2f79c3c9303d2f0068d2fc7aff8,data_processing,2026-07-31T16:58:16,web
c3e48bcf-0c86-4b8d-b4d6-e2fcbd00d52d,d80de7e8e9f542597a6575f3e7b3fe26,data_processing,2026-07-14T15:03:07,web
81f14c61-203a-42e6-8ca6-3ad81c9e3caa,2d883ed72f7ff9337c003e3dea6fb2db,data_processing,2026-04-03T14:48:59,whatsapp
f747e871-6821-49f6-b315-f235a19d8aa2,b193abbe84d4690ebdbd4b66e8a0898d,data_processing,2026-07-20T19:22:07,whatsapp
d0d6b017-d3d2-48c5-b668-3835f83a89d8,2904f3fc2c3c1bfa9122e4108e510f61,data_processing,2026-05-11T12:20:59,whatsapp
60987e3a-1e47-4ca0-a8d3-669202edaa61,2086a10dbe8c9ce4def7291e622d19ee,data_processing,2026-05-02T15:36:41,whatsapp
