id,alias_group_id,alias_text,is_canonical
bb4b47c5-aadf-4ad2-b2ab-da4ea6bd7caa,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,Sanofi India,false
ecf6b07b-9f31-4c97-bee9-22bbe2fb1599,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,M/s Sanofi India Ltd.,false
22ac034c-f57c-43f9-a93f-5b4a992b290c,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,SANOFI INDIA LTD,false
f7a8ecdf-8073-41a6-811c-0a5e624cc197,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,sanofi india ltd.,false
e6570916-5d53-4bd6-9ed1-106c3d88116e,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,Sanofi India Ltd,false
1fa53ea1-0978-467f-80a8-97ee095e5b44,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,Sanofi India Limited,false
c907abf9-8899-478a-b8aa-b7b72a354f6e,d76b50cd-41fd-49ee-849b-a3cd7c058bc4,Sanofi India Ltd.,true
4079b776-376a-46b1-b2d3-4502bcefd482,37481ea9-0e75-43d4-bc2e-e6009256b9eb,Dr. Reddy's Laboratories Limited,false
35d02a32-af94-4141-a198-784590db22a0,37481ea9-0e75-43d4-bc2e-e6009256b9eb,M/s Dr. Reddy's Laboratories Ltd.,false
6d4c4fe3-9e39-49b3-b819-4cf020fe7923,37481ea9-0e75-43d4-bc2e-e6009256b9eb,Dr. Reddy's Laboratories Ltd.,true
b9e79d11-336c-4390-8c81-4ea5cbf109e6,37481ea9-0e75-43d4-bc2e-e6009256b9eb,Dr. Reddy's Laboratories,false
13731bfc-9f76-4f27-99dd-84b696d51d08,37481ea9-0e75-43d4-bc2e-e6009256b9eb,Dr Reddy's Laboratories Ltd,false
65a8e353-a471-4873-8de4-379054792dfc,37481ea9-0e75-43d4-bc2e-e6009256b9eb,डॉ. रेड्डीज़ लेबोरेटरीज़ लिमिटेड,false
53d4ce2c-aaeb-47ba-a250-4354a8c93f3c,37481ea9-0e75-43d4-bc2e-e6009256b9eb,DR REDDY'S LABORATORIES LTD,false
f55d9010-1765-49a5-8185-0095f7b25910,37481ea9-0e75-43d4-bc2e-e6009256b9eb,dr. reddy's laboratories ltd.,false
c22885d5-ab88-4d51-85c3-b056da530e24,986b9464-8658-496f-a682-4a9b7cc039ef,ajanta pharma ltd.,false
8649ceaa-565e-421a-be89-93aff3398a63,986b9464-8658-496f-a682-4a9b7cc039ef,Ajanta Pharma,false
50ae6b9c-256c-425e-ad94-f2f19c4985d5,986b9464-8658-496f-a682-4a9b7cc039ef,Ajanta Pharma Ltd,false
37253354-c7f4-4373-8fad-22fdc28f664d,986b9464-8658-496f-a682-4a9b7cc039ef,AJANTA PHARMA LTD,false
e8954c9b-7108-4522-80e5-0c3da765bab9,986b9464-8658-496f-a682-4a9b7cc039ef,Ajanta Pharma Limited,false
0bfa0ac0-4620-41af-adfa-faeafb9ec25a,986b9464-8658-496f-a682-4a9b7cc039ef,Ajanta Pharma Ltd.,true
bb73324b-75dd-461e-adb8-c3b39853947e,986b9464-8658-496f-a682-4a9b7cc039ef,M/s Ajanta Pharma Ltd.,false
cec3f499-47b9-4b4a-9fca-e6b271694dd1,ae0d6b00-5002-4238-a54b-b691292655ff,Biocon,false
40b8ff92-8139-42e9-820c-5106dfe4051a,ae0d6b00-5002-4238-a54b-b691292655ff,Biocon Ltd.,true
c18205d2-9578-42aa-adf0-4c504e7c2e8e,ae0d6b00-5002-4238-a54b-b691292655ff,biocon ltd.,false
50aea120-ff13-4994-a532-a5b7bbf6a62c,ae0d6b00-5002-4238-a54b-b691292655ff,M/s Biocon Ltd.,false
31619c40-3c9c-41f4-a4df-00ebe48bc3d1,ae0d6b00-5002-4238-a54b-b691292655ff,BIOCON LTD,false
6493aa9f-d15c-44cf-b211-08e3662ec941,ae0d6b00-5002-4238-a54b-b691292655ff,Biocon Ltd,false
92fb39b2-6533-4503-9ae9-dd0c8cbae699,ae0d6b00-5002-4238-a54b-b691292655ff,Biocon Limited,false
f04d1434-c782-4f36-86be-4077f335e43b,bd810d11-d8d5-4d57-acad-03bed4c4a72e,J.B. Chemicals & Pharmaceuticals,false
57c82a10-ef21-4091-9f01-fbebcde4db1a,bd810d11-d8d5-4d57-acad-03bed4c4a72e,j.b. chemicals & pharmaceuticals ltd.,false
565404c9-1ec3-46a8-9f83-bdf8c7024e3b,bd810d11-d8d5-4d57-acad-03bed4c4a72e,JB CHEMICALS & PHARMACEUTICALS LTD,false
dccf4e40-78e5-4b9f-af96-6339c9d8c731,bd810d11-d8d5-4d57-acad-03bed4c4a72e,JB Chemicals & Pharmaceuticals Ltd,false
ea2d397c-e56d-4ba0-ba82-6ed5a69ceefc,bd810d11-d8d5-4d57-acad-03bed4c4a72e,M/s J.B. Chemicals & Pharmaceuticals Ltd.,false
19d1edce-2b42-466d-b6cb-16fc12b748d2,bd810d11-d8d5-4d57-acad-03bed4c4a72e,J.B. Chemicals & Pharmaceuticals Ltd.,true
77f2e791-d88a-42b1-ab03-4090bdc3126c,bd810d11-d8d5-4d57-acad-03bed4c4a72e,J.B. Chemicals & Pharmaceuticals Limited,false
284653ab-d205-4d83-a912-0972312ce584,adc72991-8c10-4f7c-9927-ae89297b7174,Zydus Lifesciences Ltd,false
223270e9-992f-4b7e-aaf9-ea0b3e06baf1,adc72991-8c10-4f7c-9927-ae89297b7174,Zydus Lifesciences Ltd.,true
15c59b7b-b233-461d-9a40-3df7a9514c1a,adc72991-8c10-4f7c-9927-ae89297b7174,M/s Zydus Lifesciences Ltd.,false
8cd31717-59c5-4e60-9f47-fd2687f639a8,adc72991-8c10-4f7c-9927-ae89297b7174,ZYDUS LIFESCIENCES LTD,false
a07ed662-f5b8-416a-9f0e-213540421116,adc72991-8c10-4f7c-9927-ae89297b7174,zydus lifesciences ltd.,false
9edc2b53-08ad-4f57-a4bb-3946d106db36,adc72991-8c10-4f7c-9927-ae89297b7174,ज़ाइडस लाइफसाइंसेज़ लिमिटेड,false
99cb4331-38b8-480a-baca-3250c403cb6e,adc72991-8c10-4f7c-9927-ae89297b7174,Zydus Lifesciences,false
48e955f6-6e37-41e3-b403-78b9aef86744,adc72991-8c10-4f7c-9927-ae89297b7174,Zydus Lifesciences Limited,false
42bbc054-8dfa-40c9-9611-d328e47a0d5b,7ebaa025-6f09-413c-a126-597e272c1ef3,IPCA LABORATORIES LTD,false
344d8d5a-2689-4a05-816f-1df39e7c648b,7ebaa025-6f09-413c-a126-597e272c1ef3,M/s Ipca Laboratories Ltd.,false
73962b7c-9351-4c09-91fd-6287cab1044a,7ebaa025-6f09-413c-a126-597e272c1ef3,Ipca Laboratories Ltd,false
347f011c-6df9-4932-8aeb-4d681f574245,7ebaa025-6f09-413c-a126-597e272c1ef3,ipca laboratories ltd.,false
d08fd728-e67f-42b4-b559-9cc19e7b33db,7ebaa025-6f09-413c-a126-597e272c1ef3,Ipca Laboratories,false
8e5ee0a6-b9c7-4cdf-a8c9-d28b113e7bfe,7ebaa025-6f09-413c-a126-597e272c1ef3,Ipca Laboratories Ltd.,true
8fdfe4a5-5017-435b-9c9a-1c7866e87c5c,7ebaa025-6f09-413c-a126-597e272c1ef3,Ipca Laboratories Limited,false
f472c941-6f4e-4f29-9953-3b97e6181908,2a7468f7-87e4-4122-85e8-29ed965a54f7,Wockhardt,false
a0e199d6-eb65-423b-a0c8-aa51379e87ee,2a7468f7-87e4-4122-85e8-29ed965a54f7,WOCKHARDT LTD,false
f14aa9c0-c380-4275-b284-a83018827c9a,2a7468f7-87e4-4122-85e8-29ed965a54f7,Wockhardt Limited,false
a780b963-7fa4-488e-a382-e6f5273a8643,2a7468f7-87e4-4122-85e8-29ed965a54f7,Wockhardt Ltd,false
6f264888-3fc0-44ea-8536-802119d96c91,2a7468f7-87e4-4122-85e8-29ed965a54f7,Wockhardt Ltd.,true
6dc18df6-37c0-4a7e-827e-60d9f495e56f,2a7468f7-87e4-4122-85e8-29ed965a54f7,wockhardt ltd.,false
a1c0a6bc-76f1-4d5e-99d7-198217bd2aaf,2a7468f7-87e4-4122-85e8-29ed965a54f7,M/s Wockhardt Ltd.,false
229f5359-93a1-45f8-98e8-40f48f0cc5eb,e2b1748d-8a39-4f96-9dc2-f22b323ead69,M/s Abbott India Ltd.,false
50b26560-37bd-4a8d-99d2-6209ad364b48,e2b1748d-8a39-4f96-9dc2-f22b323ead69,abbott india ltd.,false
166861fa-82d1-430f-a89d-a78d27790bab,e2b1748d-8a39-4f96-9dc2-f22b323ead69,Abbott India Ltd,false
d726d2c5-a3ba-4d8c-b06c-7311750905d4,e2b1748d-8a39-4f96-9dc2-f22b323ead69,Abbott India,false
4964cc09-a63e-4af5-a24b-b8d01505755b,e2b1748d-8a39-4f96-9dc2-f22b323ead69,Abbott India Ltd.,true
32f6d8a5-7954-4d2a-8d02-1f5bfb8f9dad,e2b1748d-8a39-4f96-9dc2-f22b323ead69,Abbott India Limited,false
1a0c4403-b106-4c06-805c-9bf6de952c5f,e2b1748d-8a39-4f96-9dc2-f22b323ead69,ABBOTT INDIA LTD,false
c83cf3cb-ecd6-4992-af86-78103e0510da,d757e044-af87-4bdf-8042-368cde4577ec,Indoco Remedies Ltd,false
67cbf77f-1c5f-425e-afdd-a391f76f2db0,d757e044-af87-4bdf-8042-368cde4577ec,Indoco Remedies Limited,false
ffeb507b-da0d-4163-9d25-161d1401b200,d757e044-af87-4bdf-8042-368cde4577ec,INDOCO REMEDIES LTD,false
690c8c9f-4a35-4e71-942e-910730cd8ace,d757e044-af87-4bdf-8042-368cde4577ec,Indoco Remedies,false
8f8c3291-ae2e-4b62-89b2-b554a04a5d6c,d757e044-af87-4bdf-8042-368cde4577ec,M/s Indoco Remedies Ltd.,false
60852e07-069e-405a-897d-122238704b32,d757e044-af87-4bdf-8042-368cde4577ec,Indoco Remedies Ltd.,true
3130f98a-9255-4743-b02b-cb165d84f37b,d757e044-af87-4bdf-8042-368cde4577ec,indoco remedies ltd.,false
3a768b6a-2c81-4f60-baa2-e6c2dd56f643,33bc0a94-b51a-417a-8747-a03a167f18d8,M/s Piramal Pharma Ltd.,false
f8451e03-5671-432f-9c5d-15966c6f42ce,33bc0a94-b51a-417a-8747-a03a167f18d8,Piramal Pharma Ltd,false
aeb92762-f4b0-4cb5-92e0-63560e737916,33bc0a94-b51a-417a-8747-a03a167f18d8,Piramal Pharma Ltd.,true
73e3c406-3f8c-411e-8b31-a2699f80536d,33bc0a94-b51a-417a-8747-a03a167f18d8,piramal pharma ltd.,false
9e318654-37d5-4b9e-9fd3-b34c250ba199,33bc0a94-b51a-417a-8747-a03a167f18d8,Piramal Pharma Limited,false
61f6a917-c719-473c-b607-56e76f0ce707,33bc0a94-b51a-417a-8747-a03a167f18d8,Piramal Pharma,false
6d74f121-0a52-439f-a97c-9037855f52a7,33bc0a94-b51a-417a-8747-a03a167f18d8,PIRAMAL PHARMA LTD,false
32eb6491-217b-4303-8dd3-e81dede70291,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,Intas Pharmaceuticals Ltd,false
ffe78f89-312a-4fc5-9897-dfd420a677cc,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,intas pharmaceuticals ltd.,false
9b1c3b13-4f38-4be9-bdef-2e2bc44a70b4,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,Intas Pharmaceuticals,false
de260c45-34c3-4ff6-b091-04dd1d02de83,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,INTAS PHARMACEUTICALS LTD,false
08030b6a-7e7a-4fc4-86d9-9c4ccba32fb2,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,Intas Pharmaceuticals Limited,false
48fba8c4-a65a-4953-9e74-6dffb0137451,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,Intas Pharmaceuticals Ltd.,true
a0105c32-0f56-41a0-b4f1-5606adfe9716,654dea04-d1d4-4a7e-9d01-ce540d2b6aac,M/s Intas Pharmaceuticals Ltd.,false
05271101-4506-44d5-8af9-06aaceff098f,7c2b53a1-a1bd-4416-9f60-66992b433194,M/s Torrent Pharmaceuticals Ltd.,false
6cdccb91-c60f-4237-a008-c1acbdc2f48d,7c2b53a1-a1bd-4416-9f60-66992b433194,Torrent Pharmaceuticals Ltd,false
d8535aa3-c6ee-4870-8aa1-55a59868b2ef,7c2b53a1-a1bd-4416-9f60-66992b433194,torrent pharmaceuticals ltd.,false
228c7ada-8823-4504-984a-579113b2bf2a,7c2b53a1-a1bd-4416-9f60-66992b433194,TORRENT PHARMACEUTICALS LTD,false
d7ad9298-382d-41fc-808a-21b11ae2315c,7c2b53a1-a1bd-4416-9f60-66992b433194,Torrent Pharmaceuticals Limited,false
372eb544-b61c-418f-9444-7ce0933afe12,7c2b53a1-a1bd-4416-9f60-66992b433194,Torrent Pharmaceuticals,false
58d3dce8-0b16-43c1-bb60-266b2fb9d34b,7c2b53a1-a1bd-4416-9f60-66992b433194,टॉरेंट फार्मास्युटिकल्स लिमिटेड,false
027cc711-12e0-4f7b-af70-cccffe502cc6,7c2b53a1-a1bd-4416-9f60-66992b433194,Torrent Pharmaceuticals Ltd.,true
45bb7438-e32b-4997-8160-102b634eafad,44e34345-744f-4918-8e95-e4e1b70f306d,Aurobindo Pharma Ltd,false
3d12d00c-3521-4f99-b5b7-63e0d7145fdd,44e34345-744f-4918-8e95-e4e1b70f306d,Aurobindo Pharma Limited,false
731b1d60-f545-4470-b643-f1ef3d80225e,44e34345-744f-4918-8e95-e4e1b70f306d,aurobindo pharma ltd.,false
197e414c-d451-4a22-851f-080b79e5c3de,44e34345-744f-4918-8e95-e4e1b70f306d,ऑरोबिंदो फार्मा लिमिटेड,false
a7e14ced-d217-4611-b442-72cfd038a9ba,44e34345-744f-4918-8e95-e4e1b70f306d,Aurobindo Pharma,false
fcac5cac-9de6-4bf5-803d-51691edc67c1,44e34345-744f-4918-8e95-e4e1b70f306d,M/s Aurobindo Pharma Ltd.,false
20185d26-46c9-48aa-af2b-cd7d12cfa3fb,44e34345-744f-4918-8e95-e4e1b70f306d,AUROBINDO PHARMA LTD,false
a084fb2d-56f0-4f8d-bea8-1a12dbe1dada,44e34345-744f-4918-8e95-e4e1b70f306d,Aurobindo Pharma Ltd.,true
a6787ca4-6a8d-4bea-9fcc-5b707fb642a9,9fc351bd-c7f4-4512-bac1-59b045c4c75d,ल्यूपिन लिमिटेड,false
57c851a1-b166-48c5-8b14-5dabf1279ebd,9fc351bd-c7f4-4512-bac1-59b045c4c75d,M/s Lupin Ltd.,false
9edb0662-b2ef-4edb-8ce2-b4b9bb272517,9fc351bd-c7f4-4512-bac1-59b045c4c75d,LUPIN LTD,false
28fefc31-51e4-4779-9773-b4c34bc8b1d9,9fc351bd-c7f4-4512-bac1-59b045c4c75d,lupin ltd.,false
6bdac882-8444-443c-a8f7-eaa9f21571b9,9fc351bd-c7f4-4512-bac1-59b045c4c75d,Lupin Ltd.,true
9f3c69eb-7ac8-4083-9fce-b54c7a5801ed,9fc351bd-c7f4-4512-bac1-59b045c4c75d,Lupin Ltd,false
5cdaf4ff-6459-43ab-8ff4-f7152647b12e,9fc351bd-c7f4-4512-bac1-59b045c4c75d,Lupin,false
172e5310-7555-439e-b84c-e1de620d3584,9fc351bd-c7f4-4512-bac1-59b045c4c75d,Lupin Limited,false
9d5f7d3c-e391-4eaa-9cc2-ba947159258f,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,Marksans Pharma Limited,false
0bd33400-50b2-4b0a-9251-21f4b8b50ef7,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,MARKSANS PHARMA LTD,false
1808c035-9775-44b6-a4d8-6853932b4c48,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,Marksans Pharma Ltd,false
edadee82-fccf-48a9-be34-e3382a6d09b5,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,Marksans Pharma Ltd.,true
620c84b1-b61c-4f8d-b4b4-92aabc69acb1,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,M/s Marksans Pharma Ltd.,false
37249aa2-2552-4ee1-8880-9474ab20e083,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,marksans pharma ltd.,false
87e69cb6-a0a0-4863-b661-652a692a60ae,4c3e4b54-ef52-4f08-a67a-68420eeef1e8,Marksans Pharma,false
42e2b567-979c-43ed-8cf6-a089a6001575,ec132e5f-04a1-4fde-973b-3992181d7055,Natco Pharma Ltd.,true
99214830-79e2-400c-a95a-d0d0d67c8d03,ec132e5f-04a1-4fde-973b-3992181d7055,NATCO PHARMA LTD,false
fbab55fd-9f1d-427e-839d-d30fbf9ad088,ec132e5f-04a1-4fde-973b-3992181d7055,Natco Pharma Limited,false
98cdf02b-ee82-4b73-8a61-2d062aee7f35,ec132e5f-04a1-4fde-973b-3992181d7055,M/s Natco Pharma Ltd.,false
b794c079-e55a-45db-b05b-46d74e2498b2,ec132e5f-04a1-4fde-973b-3992181d7055,Natco Pharma,false
01ccbb21-6504-46e8-9783-86184bd6e607,ec132e5f-04a1-4fde-973b-3992181d7055,Natco Pharma Ltd,false
6dc1e39e-c273-42c1-bc2f-798ed7442aef,ec132e5f-04a1-4fde-973b-3992181d7055,natco pharma ltd.,false
8475332b-afad-49a9-b523-3a31e26829ac,a804192a-37f9-4d13-a58a-4e97055a0fc6,Emcure Pharmaceuticals Ltd.,true
32dc81cc-b07b-48ab-a2e2-39e75b933abb,a804192a-37f9-4d13-a58a-4e97055a0fc6,EMCURE PHARMACEUTICALS LTD,false
ce4bcf4c-9511-4078-b3e4-1d626a49a268,a804192a-37f9-4d13-a58a-4e97055a0fc6,Emcure Pharmaceuticals,false
f861f049-b977-4caa-b2fb-db41be683cd0,a804192a-37f9-4d13-a58a-4e97055a0fc6,emcure pharmaceuticals ltd.,false
15acb055-e92e-4d7a-91b4-8546776a8a62,a804192a-37f9-4d13-a58a-4e97055a0fc6,Emcure Pharmaceuticals Limited,false
