id,hashed_serial_id,product_code,batch_number,approx_location,scanned_at,source,risk_level,risk_reasons
ae69c281-ef41-4120-bf03-0d8c989e8cf8,73e22244fa8fd644f7b33705bc3e137c,8903443533184,AX2291,"711101 (Howrah, West Bengal)",2025-06-23T19:28:58,web,red,{nsq_status_fail}
5b389ba5-6736-4490-9e9f-3f7ea0d8f1d2,73a9c900ab621261d2110dc65af93b0e,8903443533184,AX2291,"208001 (Kanpur Nagar, Uttar Pradesh)",2025-12-30T17:16:11,web,red,{nsq_status_fail}
abcb207e-49ab-4e02-8666-be0ff3cb5f89,725ab9c66e279bfc8f17525d318223e0,8903443533184,AX2291,"700001 (Kolkata, West Bengal)",2026-01-23T15:34:54,whatsapp,red,{nsq_status_fail}
a7b57831-a683-4acd-8bbe-a60f66bb362c,67eb2161674334623068d4311a500dfd,8903443533184,AX2291,"580001 (Dharwad, Karnataka)",2026-03-17T16:35:37,whatsapp,red,{nsq_status_fail}
130d3654-40b4-4a2e-8ae1-baaadde07f76,8d21e7a221ca1ed2c935176f4121fb2a,8903443533184,AX2291,"700001 (Kolkata, West Bengal)",2025-07-22T12:25:37,whatsapp,red,{nsq_status_fail}
25cb32fe-e38b-4bd3-a580-d8905826b500,4b961bc5698b01b7b067a88f7079f663,8903443533184,AX2291,"580001 (Dharwad, Karnataka)",2025-09-05T17:20:51,whatsapp,red,{nsq_status_fail}
fc65e8b1-1abc-45df-aa5f-9f214d3c717a,ba042d237719af9363ab9835e222a641,8903443533184,AX2291,"590001 (Belagavi, Karnataka)",2026-01-05T12:08:22,web,red,{nsq_status_fail}
8f501423-531e-4a20-9a41-66e56274a7fa,73481c575994f8893776a91f1c5f57b4,8903443533184,AX2291,"400001 (Mumbai City, Maharashtra)",2025-05-23T16:46:47,whatsapp,red,{nsq_status_fail}
f116c1b8-0b9e-4910-93fb-5dc5c535abc0,bcdc3d8217e6631c075341a650e4bcf6,8903443533184,AX2291,"560001 (Bengaluru Urban, Karnataka)",2025-08-16T17:41:21,whatsapp,red,{nsq_status_fail}
af141158-4805-43f9-81ad-e7f8e1dd9b23,1aeba10e8abe1529e01963e15d8e4ee2,8903443533184,AX2291,"360001 (Rajkot, Gujarat)",2026-01-12T08:21:26,web,red,{nsq_status_fail}
89cdf6a0-afc5-4f34-83d9-25450441bea9,50dd18b25aa634de09998b9595147ca9,8903443533184,AX2291,"110001 (New Delhi, Delhi)",2026-08-25T16:28:23,web,red,{nsq_status_fail}
4b59d9fc-3f60-4893-bcea-316aafc8214c,467a0150d487e6e683b9717222985bb5,8903443533184,AX2291,"411045 (Pune, Maharashtra)",2025-07-05T09:59:39,web,red,{nsq_status_fail}
3b58db3b-2d9a-4884-b281-1cbc4104500a,7cbff6c30267121c5672ecb0829ee89f,8903443533184,AX2291,"422001 (Nashik, Maharashtra)",2025-05-12T07:31:03,whatsapp,red,{nsq_status_fail}
184d5497-f9d8-49a1-9293-9c7b130b096b,5608d197352c67c444aa838290492618,8903443533184,AX2291,"400001 (Mumbai City, Maharashtra)",2025-05-16T13:16:13,web,red,{nsq_status_fail}
746b9b5d-d7f5-4f01-bb14-c7dc5d568bf9,948bcfc1cc7cae8061b2e460481e1cea,8903443533184,AX2291,"360001 (Rajkot, Gujarat)",2025-03-31T13:04:11,whatsapp,red,{nsq_status_fail}
024d5fac-5adc-416c-9f79-10e541a96681,1f5a5cc9d3eff136b8d1f978fcb28855,8903443533184,AX2291,"590001 (Belagavi, Karnataka)",2026-06-22T16:55:35,web,red,{nsq_status_fail}
0735d816-adfa-42d5-8e7c-712c2942a50f,322dd0883ba04f55a77f947d614a5b76,8903443533184,AX2291,"400001 (Mumbai City, Maharashtra)",2025-10-25T19:39:43,whatsapp,red,{nsq_status_fail}
435de0b3-37b8-4b29-b414-0924f3c8bc9f,150a959fc873814797389e7ff8bc608f,8903443533184,AX2291,"695001 (Thiruvananthapuram, Kerala)",2026-08-13T10:35:53,whatsapp,red,{nsq_status_fail}
34aa7b66-a91f-4d48-bde9-d267032208f3,6fe9a22a0929b0a9aba000453856bb70,8903443533184,AX2291,"500001 (Hyderabad, Telangana)",2025-11-15T16:44:17,whatsapp,red,{nsq_status_fail}
d93d171c-1f7f-4df3-bfd6-0391b441405f,4d2a5fb85a0539f649bf3564b3bc8f6f,8903443533184,AX2291,"422001 (Nashik, Maharashtra)",2025-06-20T21:05:25,whatsapp,red,{nsq_status_fail}
af242a45-78be-4d83-841c-e8953ea38fc2,967817811b2b8bd5121018d447f0cd41,8903443533184,AX2291,"400601 (Thane, Maharashtra)",2025-11-19T07:26:54,whatsapp,red,{nsq_status_fail}
f78945b0-3eff-4a83-9467-b2da6c44b9dc,a305c5eeac493149d8d2a4412c7dee2b,8903443533184,AX2291,"452001 (Indore, Madhya Pradesh)",2025-11-07T12:06:53,web,red,{nsq_status_fail}
0c99aa95-0e9b-4568-86f0-fbe923788b3b,20ceeb9002217bec17f5016f0debe7f4,8903443533184,AX2291,"462001 (Bhopal, Madhya Pradesh)",2025-11-15T17:28:42,web,red,{nsq_status_fail}
07b8bdb9-fb2b-444c-b810-333b9364c829,d188bb9a29b92d6b68b6ba2b1381e559,8903443533184,AX2291,"700001 (Kolkata, West Bengal)",2026-07-02T12:25:43,web,red,{nsq_status_fail}
dce4a089-bf01-4840-b287-80762440fec8,1af0661342677935cd3643ae9b1bfe25,8903443533184,AX2291,"560066 (Bengaluru Urban, Karnataka)",2025-06-24T17:45:51,whatsapp,red,{nsq_status_fail}
26b65186-3b91-4424-a3cd-ffb0b9c4e669,f2f1d36c082d27833e800545469fa1e9,8903443533184,AX2291,"682001 (Ernakulam, Kerala)",2025-09-04T18:42:13,whatsapp,red,{nsq_status_fail}
680ca811-4eaa-4a94-97b1-d88cc1edc8b7,e6bfc44f2f0fc3ff46e4b350833a6ae5,8903443533184,AX2291,"221001 (Varanasi, Uttar Pradesh)",2026-04-26T16:24:33,whatsapp,red,{nsq_status_fail}
b9b73486-8ac7-42ca-a86c-8c0e3a45a4a5,9d48a0b7f508ffb4d0a379ba10f2d4ed,8903443533184,AX2291,"695001 (Thiruvananthapuram, Kerala)",2026-01-22T08:34:36,whatsapp,red,{nsq_status_fail}
7833bd1c-454e-43af-b930-11d6a26478f4,d15a76283f29b5e19009c239d6f1fb0b,8907444651473,BQ7743,"395001 (Surat, Gujarat)",2025-07-08T16:00:02,whatsapp,red,{nsq_status_fail}
2a2ef21c-3259-45e0-9b24-07bc2eaaece9,14c0dc32731947f787dee5a567289cc6,8907444651473,BQ7743,"440001 (Nagpur, Maharashtra)",2025-05-28T08:05:04,web,red,{nsq_status_fail}
4f283cac-29e8-4758-a460-ae6e455e3dd4,c5f22f48facd90c4a2afff9021152548,8907444651473,BQ7743,"110019 (North West Delhi, Delhi)",2025-11-01T09:25:22,web,red,{nsq_status_fail}
b81beaa3-6e52-4f2f-b365-6326901de662,ff581ebaccd56db3afb052cce5c51bf5,8907444651473,BQ7743,"711101 (Howrah, West Bengal)",2025-09-05T14:06:17,whatsapp,red,{nsq_status_fail}
5661de7c-9776-4710-84d1-76abae4fe945,d6a1c0a3538b6f5ed16c20067844d08b,8907444651473,BQ7743,"560034 (Bengaluru Urban, Karnataka)",2025-12-25T13:39:43,whatsapp,red,{nsq_status_fail}
c09ce167-9280-4bf1-bcb1-73db5f9d66fc,116266b1b4f09fa3113552a273fd27bc,8907444651473,BQ7743,"695001 (Thiruvananthapuram, Kerala)",2025-07-14T13:42:41,whatsapp,red,{nsq_status_fail}
bec40052-3a36-48a3-8fcb-9c9f385daa43,165af1fbf15c4df1680676b42e045d0d,8907444651473,BQ7743,"560001 (Bengaluru Urban, Karnataka)",2026-01-14T13:51:41,whatsapp,red,{nsq_status_fail}
c130942a-5c23-4e6a-9679-f5cb4566b550,a64612af6fe720d3bcc3c61b3cc8f191,8907444651473,BQ7743,"530001 (Visakhapatnam, Andhra Pradesh)",2026-02-22T10:04:30,web,red,{nsq_status_fail}
ee44a09a-c431-4c65-903c-9aabc830ef7c,7f34a7bb758561175653d1973228bdaf,8907444651473,BQ7743,"143001 (Amritsar, Punjab)",2025-11-14T16:47:49,web,red,{nsq_status_fail}
35fa2c6f-e563-4951-a0bf-1c9c256e18b3,e7b00eed7bced74d91c24339254cb7fc,8907444651473,BQ7743,"390001 (Vadodara, Gujarat)",2026-03-05T00:21:11,whatsapp,red,{nsq_status_fail}
4ba11db8-5a96-46b8-bb4c-186880947c27,77cdb0c4d37984d29f84a74981041e52,8907444651473,BQ7743,"141001 (Ludhiana, Punjab)",2026-02-05T11:02:36,web,red,{nsq_status_fail}
218ee0da-6fee-4151-be2f-bfaa7e50044c,00212dd56729ddb4426913729c530911,8907444651473,BQ7743,"530001 (Visakhapatnam, Andhra Pradesh)",2026-06-10T07:52:45,whatsapp,red,{nsq_status_fail}
b6e89db1-4ecd-4d21-a3e8-acd43ff179fc,c93e91f73849e00c74daad9ad3466c38,8907444651473,BQ7743,"682001 (Ernakulam, Kerala)",2026-06-09T16:08:11,whatsapp,red,{nsq_status_fail}
d7c8e33a-cc6c-4918-bf41-20a6274964ae,f3823518d6896df68566729ad0e4800f,8907444651473,BQ7743,"400072 (Mumbai Suburban, Maharashtra)",2025-05-01T08:40:44,whatsapp,red,{nsq_status_fail}
49673754-2c70-475c-abec-ed8d2f3781a6,7586e346883b638b0a375b7c077752b1,8907444651473,BQ7743,"560001 (Bengaluru Urban, Karnataka)",2026-01-04T15:56:50,whatsapp,red,{nsq_status_fail}
0439af5c-1140-4548-bcc8-c6f85af3cc9a,698235d239046bbf47ab2eafdf2fa386,8907444651473,BQ7743,"600028 (Chennai, Tamil Nadu)",2026-03-20T10:14:42,whatsapp,red,{nsq_status_fail}
c5bc526a-b684-4414-bbb3-c91ba922f72d,a7921f97f2f3da1bd5d3a882704a0625,8907444651473,BQ7743,"641001 (Coimbatore, Tamil Nadu)",2026-01-18T11:47:17,whatsapp,red,{nsq_status_fail}
58a5a053-3ebf-406b-987e-e4a0f337e9ff,254faeff4a394673352ccf51c1984615,8907444651473,BQ7743,"711101 (Howrah, West Bengal)",2025-08-06T15:46:58,whatsapp,red,{nsq_status_fail}
954fdba4-bf65-494d-92bd-a1e2d22a06ee,c9a8d788557c8a1752cfb8ae057be3ae,8907444651473,BQ7743,"600028 (Chennai, Tamil Nadu)",2025-04-19T09:48:40,whatsapp,red,{nsq_status_fail}
46f38ea9-cde1-4481-916c-5c1005972f9e,70b81d8f3579057a5ed27bf00ed58b20,8907444651473,BQ7743,"440001 (Nagpur, Maharashtra)",2026-09-01T11:37:43,whatsapp,red,{nsq_status_fail}
d129a5e2-02ed-496d-9829-a03cff14e37a,2abc2531fcf0fb68959e0e9bdf082ef5,8907444651473,BQ7743,"452001 (Indore, Madhya Pradesh)",2026-03-28T12:03:56,web,red,{nsq_status_fail}
6fdf1782-57f3-47ba-9757-fc37c50af66d,0efafaf38eb1f2c76f6aaaeff7132579,8907444651473,BQ7743,"575001 (Mangaluru (Dakshina Kannada), Karnataka)",2025-07-26T19:52:47,web,red,{nsq_status_fail}
8e303dba-f352-42f0-96de-88c82610a6f3,4f7ffe3395077a05abb73ff9fa4ead88,8907444651473,BQ7743,"400072 (Mumbai Suburban, Maharashtra)",2025-11-19T13:34:06,whatsapp,red,{nsq_status_fail}
e55b30a3-ea2d-4a23-9378-779edf14759c,440e1a2d2906ff3a598f1fd5507de292,8907444651473,BQ7743,"580001 (Dharwad, Karnataka)",2025-05-30T18:23:23,web,red,{nsq_status_fail}
d86617bf-5e67-45fa-b51b-2304f63c80c7,1669530b15dab9c7d17dd7100da9c8fa,8907444651473,BQ7743,"302001 (Jaipur, Rajasthan)",2025-05-09T17:07:52,whatsapp,red,{nsq_status_fail}
ef7bfe3c-3a0f-4219-ae8f-061bd3d55743,8aaf43beb74baa0c3a53af908957500b,8907444651473,BQ7743,"400601 (Thane, Maharashtra)",2025-08-09T17:02:04,whatsapp,red,{nsq_status_fail}
24f88da1-c14e-45dc-96a9-a469a7e742d2,4d4006dc3343b10de177556cc2544b83,8907444651473,BQ7743,"143001 (Amritsar, Punjab)",2026-02-07T09:15:28,whatsapp,red,{nsq_status_fail}
7747ca1b-539e-446d-8db0-19ba7574550c,570acb6b13782f604cbee672b909afd9,8907444651473,BQ7743,"395001 (Surat, Gujarat)",2026-04-30T18:16:27,whatsapp,red,{nsq_status_fail}
6d975ee4-7a3d-41dd-9b58-754e2194a69c,fbe31474284f5864113e1bb6517837f3,8907444651473,BQ7743,"625001 (Madurai, Tamil Nadu)",2025-08-10T08:47:46,web,red,{nsq_status_fail}
592bbba2-0a77-4b3c-a676-b43993b66603,d2cc50b781c450efc584f3e3f38872a2,8907444651473,BQ7743,"560034 (Bengaluru Urban, Karnataka)",2026-01-12T18:55:37,whatsapp,red,{nsq_status_fail}
46a3f2bb-e73d-464a-ae09-c6c8c6c44cf4,17e12db08523b5597586e203a9763483,8907444651473,BQ7743,"452001 (Indore, Madhya Pradesh)",2026-08-05T16:33:21,web,red,{nsq_status_fail}
0594a645-7af6-41bd-9753-14155b74c10d,a6ed1000c3958b67ca3eae8006f7c367,8907444651473,BQ7743,"575001 (Mangaluru (Dakshina Kannada), Karnataka)",2025-08-29T11:16:43,whatsapp,red,{nsq_status_fail}
3ac616d9-6b02-4627-9b99-20b09d5823e7,a284c67a77f3ad295e3c267f7e1f458e,8907444651473,BQ7743,"395001 (Surat, Gujarat)",2025-06-16T20:59:22,web,red,{nsq_status_fail}
f3e4b8d8-c46d-4505-bf20-d15adec00e53,50217fb176a65ef83a5e57dcadc888bf,8907444651473,BQ7743,"682001 (Ernakulam, Kerala)",2025-03-28T16:54:56,whatsapp,red,{nsq_status_fail}
6353e743-128f-497a-8104-de137ee58794,3d198a8fddf95b07a13067b470977250,8907444651473,BQ7743,"221001 (Varanasi, Uttar Pradesh)",2025-05-13T20:59:12,whatsapp,red,{nsq_status_fail}
3629f768-bcaf-4323-b5e6-f1d606b1a932,474949095e6d4489a715d5dc484aebc3,8907444651473,BQ7743,"110019 (North West Delhi, Delhi)",2025-11-04T19:07:43,whatsapp,red,{nsq_status_fail}
b9f66715-dc3f-430e-8234-bfc2ab965bbe,5a185b4ea026632207372be07f229c8d,8907444651473,BQ7743,"575001 (Mangaluru (Dakshina Kannada), Karnataka)",2025-10-20T12:22:20,web,red,{nsq_status_fail}
d1d01df2-2f96-4c36-a0d2-fb571e609cc1,5607752b45e64d2bf8ca075d9400aad9,8907444651473,BQ7743,"570001 (Mysuru, Karnataka)",2026-04-26T12:29:35,web,red,{nsq_status_fail}
6e9fa6bc-5fd7-46de-98e6-dca729aac677,330e8e046356347a60ed6c9a5482280b,8909065355911,CT5510,"560034 (Bengaluru Urban, Karnataka)",2026-07-31T15:31:05,whatsapp,red,{nsq_status_fail}
9ccb6474-85e1-4ff3-9df8-b96999a8ba3f,de6e7c225d8a0b91f96480a659fee455,8909065355911,CT5510,"302001 (Jaipur, Rajasthan)",2025-06-03T15:23:50,whatsapp,red,{nsq_status_fail}
