id,actor,action,target,timestamp
338bbd26-4bb1-4644-aa64-2645649c54d0,regulator_token::system,regulator.verdict_reviewed,552d03fa-201b-41ec-865a-895e37ff3887,2026-01-25T13:06:06
4e1ee3e1-3422-4455-b2a3-55868cfe3d6e,regulator_token::DL-05,report.status_changed,a3b14f02-d9e0-4072-963b-eae3a6326b66,2026-03-02T14:27:25
6939f0ca-2e88-415e-9030-c26a6fa7fdb7,regulator_token::DL-05,report.status_changed,1d2b42ca-69a1-487b-992c-36cf87a1a017,2026-08-27T09:45:35
1a83b750-0c31-4db7-947e-c9fdadf05791,regulator_token::MH-02,dispute.status_changed,52e74d44-ae13-4e83-895a-adae031e1761,2026-01-01T17:10:17
04a374a8-1c93-4fa5-8982-3b983f6bd274,regulator_token::KL-06,report.status_changed,1a970c28-a9d6-4169-9ff0-6a73cbbc16d9,2026-01-10T14:32:40
be01c245-e764-46ff-9895-f11e62e48488,regulator_token::DL-05,dispute.status_changed,a8b22acb-1ccb-4ff0-a16b-6df6fc5058dd,2026-07-15T11:30:44
b85c96b7-d302-48dc-b20f-5d1307c747ac,regulator_token::KL-06,report.status_changed,f6767bc4-7d2a-49a2-855e-bc28fa90dae2,2026-04-18T10:04:16
1620d884-d192-4e45-8c18-98d16888c191,regulator_token::KL-06,dispute.status_changed,877bef17-08da-4f34-9d8d-cac83fa453a7,2026-04-16T08:37:17
c35616bc-7780-4698-87b4-669a6c253c9f,regulator_token::TN-03,regulator.login,e02a9c18-6362-4935-a3a5-d149a89ec4ce,2025-12-25T13:32:13
45d3eab3-3321-4891-b173-55c84e4909ed,regulator_token::KA-01,regulator.verdict_reviewed,0ea90ce1-d4e7-42be-b48f-8536f62c972f,2026-07-02T11:10:29
4a5d4f46-b6ac-4ac5-8817-8f7e43aefe64,regulator_token::system,dispute.status_changed,89cd0e92-a226-43fa-9f1c-d47415ab1d9b,2026-08-28T20:36:03
cf0782c4-93c5-479e-81bc-82a72e550ebb,regulator_token::MH-02,dispute.status_changed,639f428e-90cf-471b-afe8-b469a2d78403,2025-12-26T20:14:58
b0432c0b-7582-4de6-bbff-94969c424cdd,regulator_token::GJ-04,report.status_changed,fc48570a-027c-4b82-875e-b647f7e40bca,2025-12-16T11:37:39
183e4c64-3a70-4b80-a1b7-ef800c27364e,regulator_token::TN-03,regulator.login,3b77c799-a5bf-4c30-8ada-d3fd36b654aa,2026-06-01T16:42:13
3f8648e3-3516-4dd1-8902-4730107439b9,regulator_token::DL-05,regulator.verdict_reviewed,n/a,2026-09-15T17:56:51
78538195-210b-4359-9111-a9e7b19772a9,regulator_token::TN-03,regulator.verdict_reviewed,18ccfc7a-7499-47ff-97a9-37952793606f,2026-01-30T16:34:40
43d5daeb-270b-46b2-9c19-31f5ece9aa17,regulator_token::TN-03,regulator.verdict_reviewed,8d4798d3-968c-494e-a32a-e4df8c5814d3,2025-11-24T09:10:07
626a32e6-c426-4460-948e-74ca866ee9bd,regulator_token::KA-01,dispute.status_changed,60cb2bea-18b8-4fce-867a-aa4368ae88ea,2026-08-07T07:43:01
5d993d02-e006-4bb8-9e79-e5d91062eaaa,regulator_token::TN-03,regulator.verdict_reviewed,c296fb3d-edd9-442a-94bb-04f1d908fb4c,2026-04-20T11:15:30
aa39c3e9-2c7c-41c7-9655-83411b35a0a3,regulator_token::KL-06,report.status_changed,c3b2d72c-fe26-48a4-a9c6-0ea735732978,2026-08-21T10:37:32
3b28a197-d17a-46a4-9245-7e68f8d2bdf3,regulator_token::DL-05,regulator.verdict_reviewed,8e64adb7-524c-4bdc-9a62-254e038e5a0a,2026-05-24T17:33:50
37b93073-bb90-4e83-b91b-ed4a137b875c,regulator_token::KA-01,report.status_changed,f4bd7d37-6bd2-4bd1-b306-0f3a2e091450,2025-12-06T00:49:55
2af18c6b-2488-4d56-8921-ea987e00b849,regulator_token::TN-03,report.status_changed,8efb0738-6260-4560-9ef5-61d9973fc5e6,2026-06-03T19:08:30
cdba4bdf-b64f-4e83-80cb-f79bd5877ed4,regulator_token::KA-01,dispute.status_changed,d69522f5-c326-4dd8-9a48-f55117a979fc,2026-05-31T13:18:11
69bdc318-545c-4223-af4b-0f6bbbb10d57,regulator_token::TN-03,dispute.status_changed,7f5532c1-41ee-4b58-a16a-1aa1ed7629f5,2026-09-06T07:10:09
f016848a-4029-4e1f-8be0-90a4715b7d2c,regulator_token::GJ-04,report.status_changed,f7d2d1e5-77c2-4f1e-a66d-9e0378ca5f3d,2026-03-08T13:44:25
951faca7-c352-4cf1-89ef-d6fe395518b0,regulator_token::TN-03,dispute.status_changed,228d6adf-4ac9-4ff6-9396-caf4c0c5de26,2026-04-01T11:52:02
44dbbb0f-f2a5-4843-9409-3bff8e3c665a,regulator_token::TN-03,report.status_changed,606ca13c-dd8d-4c4f-9a6a-5f49b9f2c553,2026-03-12T12:27:32
ee5e3b7e-ac92-40f0-86e5-787d419d3fcb,regulator_token::system,dispute.status_changed,7f5532c1-41ee-4b58-a16a-1aa1ed7629f5,2026-06-07T10:18:17
9354051f-7515-437a-86a1-cea7cdcefd8f,regulator_token::KA-01,report.status_changed,561da22e-99bb-44e4-8e00-7ce9ee38c600,2026-04-09T18:56:45
4f9565ee-8704-4d90-be1b-db3502090686,regulator_token::KL-06,dispute.status_changed,228d6adf-4ac9-4ff6-9396-caf4c0c5de26,2026-05-06T11:28:57
dd881308-f781-430c-bdca-ea8a201d129e,regulator_token::GJ-04,regulator.login,n/a,2025-12-22T08:38:45
5fe6c243-62c5-4c6a-b713-d109b81cbcf0,regulator_token::GJ-04,dispute.status_changed,d8563887-5f4a-4476-b046-ed092fd4ccf8,2026-07-09T15:24:14
a0b60468-7002-4ca0-b035-3fdde382b535,regulator_token::DL-05,report.status_changed,a2ccaf72-b59e-46fc-b7df-91a409c73dae,2026-09-18T12:17:55
5e9a4654-f830-4827-94e0-95e3baab8139,regulator_token::system,dispute.status_changed,6bd2948d-f36e-46ee-be78-42253b5693b9,2026-03-14T15:40:16
1b9fa9c5-d2b9-4a71-9bc0-7873979363dc,regulator_token::MH-02,report.status_changed,87010a73-ecea-47be-9b6a-345b780bd4c5,2026-04-27T09:28:43
88e50d44-a9e8-4a04-8d95-3ee5662d58eb,regulator_token::TN-03,report.status_changed,e6bbfbec-17c5-4b82-86da-346b2d6d13bb,2025-11-26T13:40:40
4699e29f-05ce-4f6e-8cd6-73c215f025c2,regulator_token::DL-05,regulator.verdict_reviewed,n/a,2026-05-26T16:25:58
e3b931a5-f56f-4b9e-8f02-8ae0ffcb987c,regulator_token::system,regulator.login,e3b8ea91-cd26-485c-800f-9b304e256f36,2026-03-02T14:50:45
b357b2d1-4f2d-4d11-8312-e88496ad25a4,regulator_token::KA-01,dispute.status_changed,a8b22acb-1ccb-4ff0-a16b-6df6fc5058dd,2026-01-20T07:07:15
e6fe1dc4-2855-4291-b39d-b895e9aa6742,regulator_token::system,report.status_changed,3069f0d2-ee48-4f0e-8b64-668d236f1e02,2026-03-04T09:12:15
fef237e3-a142-4692-be60-eebbadd76dc1,regulator_token::MH-02,report.status_changed,5c72fa47-e45f-4d8c-b2cb-96d647fd6195,2026-05-03T10:17:58
cc654327-d7b9-435f-b5ae-f8e4cce43776,regulator_token::MH-02,dispute.status_changed,7a68c755-2bb8-4e24-b366-926689324973,2026-07-23T18:11:45
02b4c474-4096-4d59-bcec-45c9c4f09dde,regulator_token::GJ-04,report.status_changed,65981fae-2733-4ae2-8b82-3d44037b5c26,2026-02-02T14:46:06
4010b271-791e-4fdb-b2f3-e829802eec70,regulator_token::KA-01,regulator.verdict_reviewed,n/a,2026-02-11T15:11:08
06a4bf7f-101c-45e1-b304-7bd937f05356,regulator_token::GJ-04,dispute.status_changed,7a68c755-2bb8-4e24-b366-926689324973,2026-04-28T11:08:42
c5416dbd-4f15-4833-9734-de0507efb181,regulator_token::KA-01,report.status_changed,f7d2d1e5-77c2-4f1e-a66d-9e0378ca5f3d,2026-01-20T16:43:01
55bebc14-d5b4-4ddf-8f9f-2fdeb82f8750,regulator_token::system,dispute.status_changed,6bd2948d-f36e-46ee-be78-42253b5693b9,2026-06-16T18:50:17
ed4252ac-7e33-4510-8f05-ad856ab33f59,regulator_token::GJ-04,dispute.status_changed,6bd2948d-f36e-46ee-be78-42253b5693b9,2026-07-28T09:16:12
659a7206-19e6-4ee0-8a98-b723882ed808,regulator_token::system,report.status_changed,859e02c5-23cb-4993-8c72-89e54acb303f,2026-07-10T17:56:01
4400d2e8-7884-4485-ac4e-ee5dae500329,regulator_token::system,regulator.login,n/a,2025-11-26T18:15:47
bdb3cfa0-ec5d-4130-aa55-a72704f156af,regulator_token::GJ-04,regulator.verdict_reviewed,8e8e43c2-c054-4bd9-aa38-f7194a639195,2025-11-26T03:54:39
abf5982b-4b84-4733-aa03-fa707613050a,regulator_token::DL-05,report.status_changed,300041d1-1b93-4370-b923-03283443524f,2026-05-30T11:54:41
1faf986e-6aa7-4fb0-a169-11085609ef72,regulator_token::KL-06,dispute.status_changed,a8b22acb-1ccb-4ff0-a16b-6df6fc5058dd,2026-01-10T21:46:25
241a4659-39e3-4b15-9713-e71c2c9a5337,regulator_token::TN-03,dispute.status_changed,f2582ca3-47cd-41c3-b948-274aa1f55a49,2026-06-27T03:46:41
1f372eb8-a76a-4701-a81d-6c1e3dcb79d6,regulator_token::KL-06,dispute.status_changed,bbaa08a9-6468-44a7-a511-048f9110e132,2026-06-30T18:03:34
da6227a6-0381-4d71-aa8f-d6b57d40d9a1,regulator_token::KA-01,report.status_changed,f6767bc4-7d2a-49a2-855e-bc28fa90dae2,2026-04-10T11:13:05
0d29fa32-88b2-4079-862a-7504c45f589c,regulator_token::MH-02,regulator.verdict_reviewed,n/a,2026-01-24T14:32:42
6214eb70-8970-4906-acd6-2252ec17beb5,regulator_token::DL-05,report.status_changed,b4714cd0-5306-4a43-97d9-832d4b59b43a,2025-12-21T17:56:13
639e70fe-46bb-4ff7-aefa-33ae90d0029f,regulator_token::KA-01,dispute.status_changed,52e74d44-ae13-4e83-895a-adae031e1761,2026-06-23T16:58:40
6eacb330-e476-468d-8009-92033fd6424a,regulator_token::GJ-04,dispute.status_changed,5f43343f-df5c-4640-b217-054b02843e63,2026-03-22T11:57:18
5c9650fe-678c-491e-9c02-3d8c8b47c3ed,regulator_token::DL-05,dispute.status_changed,992e7a30-558f-41d9-906b-e2d51239c990,2026-05-16T13:06:22
70cd2662-a1e2-4ed8-8cec-ba0fe811881d,regulator_token::MH-02,dispute.status_changed,d8563887-5f4a-4476-b046-ed092fd4ccf8,2026-06-29T07:27:29
eb8f1a36-4e0f-4569-a9b4-bfd01e6ac8d8,regulator_token::GJ-04,dispute.status_changed,a8b22acb-1ccb-4ff0-a16b-6df6fc5058dd,2026-09-05T08:50:49
8b2d18e6-f745-437e-9192-a150adebbcbc,regulator_token::KA-01,report.status_changed,a2ccaf72-b59e-46fc-b7df-91a409c73dae,2025-11-24T22:45:42
2bbb23e9-5bbe-4274-ac67-c6c4f5504310,regulator_token::KA-01,regulator.verdict_reviewed,9e93473a-315f-4efa-aad5-5ea3ac213b2c,2026-06-26T11:23:23
89088af0-5ace-4f24-92ea-7184d9820913,regulator_token::GJ-04,report.status_changed,31463c2c-be66-4f5a-9e2b-4ad244077c43,2026-08-20T12:59:51
4565bd90-0953-4039-a83f-b1fae16145a6,regulator_token::TN-03,report.status_changed,d6e463f8-0724-4bfa-8110-a1ed9e857d61,2026-04-27T08:40:46
a63da15c-248b-4291-b5c6-ff120a573a99,regulator_token::KL-06,dispute.status_changed,a8b22acb-1ccb-4ff0-a16b-6df6fc5058dd,2026-01-23T20:15:28
69ac8f24-3ee4-49a1-8294-7692aa83331a,regulator_token::GJ-04,report.status_changed,8d4798d3-968c-494e-a32a-e4df8c5814d3,2026-03-24T11:32:14
0d7e4edb-3d2e-4c76-b2a9-e13cdcfe7156,regulator_token::MH-02,report.status_changed,b32feab1-e6bb-433e-87cb-3da5b0628824,2026-09-10T05:09:55
421a82a4-083a-4226-8c32-e0b2f162be2e,regulator_token::MH-02,dispute.status_changed,98602baf-977e-4659-8dbc-de8c3dc47910,2026-06-15T20:48:24
b850a28a-91c5-4ead-8ed0-9dd15d794a5d,regulator_token::TN-03,report.status_changed,a503e78b-fd1a-424d-9016-c865044b0c87,2026-09-12T17:49:34
100576c1-9769-4539-8ee5-3288357520c2,regulator_token::DL-05,dispute.status_changed,11d3ad2c-401a-41f6-aab3-f42854951460,2026-02-01T07:47:00
85b5779b-acc6-4bc9-8c72-12d4dd0c1774,regulator_token::DL-05,report.status_changed,5a4b4398-e89b-46d3-a8a3-ed6331c49ce7,2026-08-05T07:27:41
1521bd69-908a-4251-a808-dcb4b5512a1d,regulator_token::MH-02,regulator.login,n/a,2026-02-11T15:05:41
fef7c785-da8c-44bd-8ac3-eaeb06580490,regulator_token::DL-05,dispute.status_changed,60cb2bea-18b8-4fce-867a-aa4368ae88ea,2026-08-20T16:33:52
e127d498-145a-424f-a9e6-0ecc54f0d8fa,regulator_token::MH-02,regulator.login,8e8e43c2-c054-4bd9-aa38-f7194a639195,2026-08-24T12:52:42
58ecb082-feba-4e1e-938d-9af3ee97c205,regulator_token::GJ-04,regulator.verdict_reviewed,1c9b9310-48b0-431d-b2c5-41b555b27225,2026-05-21T08:37:49
8a5dc8ef-258b-46bc-b987-77c6fc2c350f,regulator_token::GJ-04,regulator.verdict_reviewed,n/a,2026-05-18T14:30:30
acba0b02-24af-4b2d-a8f2-6ccd220a3aac,regulator_token::GJ-04,dispute.status_changed,dc5f0f40-6dac-45ad-9730-91489c12fa0b,2026-08-31T19:23:23
8429d88d-cc36-4deb-ae9a-ed9ceeddcb3c,regulator_token::KL-06,dispute.status_changed,6bd2948d-f36e-46ee-be78-42253b5693b9,2026-07-04T07:08:46
e9567f51-f580-4d21-a31c-9569e8dc7e61,regulator_token::DL-05,regulator.verdict_reviewed,4c4a949f-57d7-4dc5-99cb-69934a9f9819,2026-01-27T00:37:27
02dde8e3-e4b8-4def-af56-a2ae00c32fdf,regulator_token::DL-05,regulator.verdict_reviewed,n/a,2025-12-19T16:19:40
562846da-c8d2-4fe4-b58f-2534483c2580,regulator_token::GJ-04,report.status_changed,18ccfc7a-7499-47ff-97a9-37952793606f,2026-04-12T13:25:30
42666f2b-62b5-4541-81ea-6780e136828a,regulator_token::GJ-04,regulator.login,7f60d0fb-bdd5-4b10-a2a3-8d2e3c19bea3,2025-11-27T10:31:51
30cc3d41-3e9d-4180-b57f-4b8a85996337,regulator_token::KL-06,regulator.login,n/a,2026-02-02T16:18:13
b5ca6c9e-3ded-4e59-b5b9-2ac869bf25c3,regulator_token::MH-02,report.status_changed,c296fb3d-edd9-442a-94bb-04f1d908fb4c,2026-02-26T17:51:23
d78955e5-5fde-41bb-b4da-adfd0b5bbf91,regulator_token::KL-06,report.status_changed,a68d3198-560b-4172-b5a0-f276ebfbaa19,2026-09-01T15:10:45
36070cac-1311-4175-84f3-bfdae91a6dd4,regulator_token::TN-03,dispute.status_changed,992e7a30-558f-41d9-906b-e2d51239c990,2026-01-27T21:33:25
4e8f9015-d2f9-4109-b5f0-acd2f75f393f,regulator_token::system,dispute.status_changed,d69522f5-c326-4dd8-9a48-f55117a979fc,2025-12-04T14:10:31
03e6328a-7ff6-4b86-b0b0-2abefb87957d,regulator_token::DL-05,dispute.status_changed,e006f815-a447-4928-b764-a70de256133e,2026-07-18T10:09:34
1e805087-f91f-4db2-b435-c6cc14932347,regulator_token::DL-05,dispute.status_changed,7f5532c1-41ee-4b58-a16a-1aa1ed7629f5,2026-08-19T13:19:15
fa6c7bf9-2f3d-4d54-9e69-f6df48da9b0d,regulator_token::MH-02,dispute.status_changed,92ca9269-f5d6-4597-a5d9-c5dfa7d9be57,2026-03-26T20:49:19
c4a8d71c-1c15-4418-b6fe-668009f317d2,regulator_token::MH-02,regulator.login,b4714cd0-5306-4a43-97d9-832d4b59b43a,2026-09-13T08:45:29
397448ba-b953-4e40-aebb-88ce4ed8df12,regulator_token::KL-06,regulator.verdict_reviewed,5316603a-285a-43e0-8b8b-691b067880ff,2026-07-10T14:34:02
7b0bc8b4-0d2e-4775-85e8-bcff8abf4a82,regulator_token::MH-02,regulator.login,n/a,2026-08-07T19:14:09
799adf3e-6eba-4f00-8d98-00a8dc0c9883,regulator_token::GJ-04,report.status_changed,7054f7f2-f91e-42cc-86c9-d8ffddb0902c,2026-03-15T17:33:03
a0f5cc19-ef60-4844-9a91-e03eed406020,regulator_token::KA-01,report.status_changed,5a4b4398-e89b-46d3-a8a3-ed6331c49ce7,2025-12-15T10:51:28
95518b69-5c1d-4582-8220-3f83fb2559e7,regulator_token::KA-01,regulator.verdict_reviewed,n/a,2026-07-27T12:02:50
6260f2ab-70bc-499f-9125-61e99271b0e2,regulator_token::DL-05,report.status_changed,b4714cd0-5306-4a43-97d9-832d4b59b43a,2026-08-06T12:30:42
5db5258f-9324-4d78-8639-8b91f7e998e8,regulator_token::system,report.status_changed,6bf08a6b-2052-471d-a6c7-47b7d19a8b2e,2025-11-29T10:04:06
773775ba-b0ec-45af-9616-382547030398,regulator_token::KA-01,regulator.verdict_reviewed,3069f0d2-ee48-4f0e-8b64-668d236f1e02,2026-06-03T11:29:24
7884935c-2e6d-42c4-9a1f-90abbd96a334,regulator_token::TN-03,regulator.verdict_reviewed,n/a,2026-01-10T13:03:57
59e1611f-1f75-4f71-87fa-84fcc14fe72b,regulator_token::TN-03,dispute.status_changed,c10c5524-47db-4f33-bd1c-06b9a286469b,2025-12-20T14:49:52
b4f68682-91ae-48d3-ab8f-834c86fde5a3,regulator_token::TN-03,dispute.status_changed,d47b13fc-4163-4010-a890-c1f646c71d74,2026-09-15T13:43:30
e4479d1a-4379-4881-a64e-ca7a33a07a8b,regulator_token::KL-06,regulator.verdict_reviewed,n/a,2026-03-31T14:50:37
bf12b46c-205a-436d-9f0c-6f43a6a3c941,regulator_token::system,report.status_changed,3a828a5e-bd7b-4581-b9bd-e786bbf19cf6,2026-04-24T10:37:28
6f2813f5-f67f-4fb9-bc51-e3e72cf5c863,regulator_token::TN-03,dispute.status_changed,f2582ca3-47cd-41c3-b948-274aa1f55a49,2025-11-26T17:02:10
604c962b-4c47-4cd6-b363-8a96f8eccc91,regulator_token::MH-02,report.status_changed,458505b2-d9f5-455e-9938-c95ff76bde90,2026-08-12T07:59:31
e73e312a-ea34-41d2-8b2c-dd365abd9b65,regulator_token::system,report.status_changed,f0a00b37-0095-44d4-ada8-10d840d1c071,2025-12-27T17:03:54
491e9bf3-ceca-4cbd-a7ee-3d7731196be2,regulator_token::GJ-04,dispute.status_changed,05584c27-c73b-4105-9437-7a6fdcf7e498,2025-12-17T10:43:42
d27acda2-3761-40db-adbb-14d13109a385,regulator_token::KA-01,report.status_changed,e3f55f7f-4892-46b4-9d0d-7290e6d057be,2026-05-31T23:41:51
aa7c353e-4801-40a1-b383-d9ec656ae6f9,regulator_token::GJ-04,dispute.status_changed,b34884a5-1723-4d16-81db-54a058ed76ae,2026-09-04T09:42:26
a8ea2351-245e-43f9-87c5-73b5df002abd,regulator_token::DL-05,report.status_changed,03cbc34c-02cf-4ec7-8a4d-8fef4e1c1289,2026-08-20T09:27:21
06302d34-2823-402d-8381-65a6c405b8d7,regulator_token::KL-06,report.status_changed,8d4798d3-968c-494e-a32a-e4df8c5814d3,2025-12-09T16:53:39
e0d50fc1-2074-449e-bd4a-e2a71b617772,regulator_token::DL-05,report.status_changed,f4df8669-3603-48ee-9dc7-2627dca5bcea,2026-03-06T09:35:40
79bd7be5-becc-4c1f-baae-81b1aada72c7,regulator_token::KL-06,regulator.verdict_reviewed,n/a,2026-08-07T20:44:47
af3c54a3-9f03-44b2-b686-6c4d81c9ba6b,regulator_token::GJ-04,regulator.login,00878577-5609-4f2b-88d1-2b97fe2367cd,2026-04-02T09:16:32
9c799e8f-4b0e-451e-83e8-55b4ce7e0bac,regulator_token::KL-06,dispute.status_changed,89cd0e92-a226-43fa-9f1c-d47415ab1d9b,2026-02-16T13:29:33
82624cdc-c68e-4dce-b3aa-731078452031,regulator_token::MH-02,dispute.status_changed,d47b13fc-4163-4010-a890-c1f646c71d74,2026-06-26T11:50:25
a10e12ed-8d82-45a4-a8fb-b89e69fe4472,regulator_token::MH-02,dispute.status_changed,7f5532c1-41ee-4b58-a16a-1aa1ed7629f5,2026-04-17T06:36:00
bb46e47e-756d-468b-b345-fd12d7e12970,regulator_token::MH-02,regulator.login,3bdc5d9a-3127-47eb-8c70-d474cbdea25d,2026-01-07T13:27:00
1ff3927b-99d2-4bae-9ca2-4bc41bdcda10,regulator_token::MH-02,dispute.status_changed,d47b13fc-4163-4010-a890-c1f646c71d74,2026-03-31T12:12:01
b7f0cf42-b6af-43e8-ba5d-9853191e0fc2,regulator_token::MH-02,regulator.login,n/a,2026-09-13T08:28:49
8edc7ce0-f873-4940-a595-3b9f6c6d6994,regulator_token::DL-05,dispute.status_changed,52e74d44-ae13-4e83-895a-adae031e1761,2026-08-19T15:56:50
faa05b70-30b1-4156-9c53-ed819a1d2ba4,regulator_token::system,regulator.login,fec94e02-0a23-429a-b28d-83fdb4de37cf,2026-09-13T08:03:06
d55ac8b0-6493-4870-9458-d44793231c61,regulator_token::KA-01,report.status_changed,5bd6ddb0-99d0-4b94-8876-b0aea0019606,2026-02-04T20:18:53
0aa6dd91-0a22-4165-91ce-38d2a0546057,regulator_token::MH-02,regulator.login,8e8e43c2-c054-4bd9-aa38-f7194a639195,2026-04-02T09:11:31
41c8db29-0e51-481c-ab08-69492b72f18e,regulator_token::KA-01,report.status_changed,99a81dac-9d2c-4c6b-8a61-20e519c44840,2025-12-19T10:12:42
ef71c6e8-a353-4834-9b09-7566b7cbbbe1,regulator_token::KL-06,dispute.status_changed,e006f815-a447-4928-b764-a70de256133e,2026-02-02T10:22:40
db4e02e4-3849-435f-8528-64392ecf295f,regulator_token::GJ-04,report.status_changed,51a52432-08fb-46b3-a899-e4b3ec393ed8,2026-09-02T16:30:07
8f02ce2d-9a6e-4001-b1fe-93ac9cd4d03d,regulator_token::DL-05,regulator.login,c2fe45a6-0e41-4ebd-9634-008ab5c6d11f,2026-06-16T18:26:22
0eeadfec-b4f6-412d-b776-04d026a30ac5,regulator_token::KA-01,report.status_changed,88f8d935-9b64-47f4-905b-c9049360ad77,2026-04-05T18:59:00
8e66934b-5cc9-485d-afca-f10d7f48861f,regulator_token::KA-01,dispute.status_changed,89cd0e92-a226-43fa-9f1c-d47415ab1d9b,2026-01-13T16:06:12
77bd5dea-5cb1-473a-9456-c3fc20c0145c,regulator_token::KL-06,regulator.verdict_reviewed,75292911-0ac7-456c-a2db-6d7b14b0a565,2025-11-22T08:22:17
fb2460cb-f8b1-4f3b-8dc9-7a6368456a65,regulator_token::DL-05,regulator.verdict_reviewed,00878577-5609-4f2b-88d1-2b97fe2367cd,2026-07-01T11:56:51
8cdcecc4-ab18-4a06-9070-6ea03baf947b,regulator_token::KA-01,dispute.status_changed,38c496cb-7d1f-4bf4-92da-a835f18c0690,2026-05-24T18:23:10
749fe809-b8a9-4f63-b3a8-6a9df63598d6,regulator_token::KA-01,regulator.verdict_reviewed,n/a,2026-05-22T09:30:07
